kind	symbol	crate	path:line	vis	doc1行	署名
module	resource_managers	re-renderer	crates/viewer/re_renderer/src/resource_managers/mod.rs:1	public	Resource managers are concerned with mapping (typically) higher level user data to	
function	format	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:103	public		(self: &Self) -> TextureFormat
function	clone	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:11	default		(self: &Self) -> AlphaChannelUsage
function	eq	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:11	default		(self: &Self, other: &AlphaChannelUsage) -> bool
function	fmt	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:11	default		(self: &Self, f: &mut Formatter) -> Result
function	as_ref	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:110	default		(self: &Self) -> &GpuTexture
function	deref	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:119	default		(self: &Self) -> &GpuTexture
enum	AlphaChannelUsage	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:12	public	What is known about the alpha channel usage of a [`GpuTexture2D`].	
function	borrow	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:126	default		(self: &Self) -> &GpuTexture
function	fmt	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:131	default		(self: &Self, __formatter: &mut Formatter) -> Result
function	fmt	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:131	default		(self: &Self, f: &mut Formatter) -> Result
function	from	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:131	default		(source: ImageDataToTextureError) -> Self
function	source	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:131	default		(self: &Self) -> Option<&impl/dyn>
enum	TextureManager2DError	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:132	public		
struct_field	0	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:135	default		ImageDataToTextureError
variant	ImageDataToTextureError	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:135	default	Something went wrong when creating the GPU texture & uploading/converting the image data.	tuple(1)
struct_field	0	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:139	default		DataCreationError
variant	DataCreation	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:139	default	Something went wrong in a user-callback.	tuple(1)
variant	DontKnow	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:14	default	It is not known whether the alpha channel is in use.	unit
function	from	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:143	default		(err: TextureManager2DError<Never>) -> Self
struct	TextureManager2D	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:160	public	Texture manager for 2D textures.	
variant	Opaque	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:18	default	Either the texture format has no alpha channel,	unit
variant	AlphaChannelInUse	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:21	default	The alpha channel is known to contain values less than 1.0.	unit
function	import_gpu_premultiplied	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:212	public	Samples an existing GPU-resident image in place, without allocating or copying.	(self: &Self, key: u64, render_ctx: &RenderContext, source: &Texture) -> Result<GpuTexture2D, ExternalGpuTextureError>
function	release_imported	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:260	public	Stops sampling a texture previously handed over by [`Self::import_gpu_premultiplied`].	(self: &Self, key: u64) -> bool
function	clone	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:27	default		(self: &Self) -> GpuTexture2D
function	copy_from_gpu_premultiplied	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:275	public	Copies an existing GPU-resident image into the texture cache used by image visualizers.	(self: &Self, key: u64, render_ctx: &RenderContext, source: &Texture) -> Result<GpuTexture2D, ExternalGpuTextureError>
struct	GpuTexture2D	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:28	public	Handle to a 2D resource.	
function	fmt	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:34	default		(self: &Self, f: &mut Formatter) -> Result
function	is_premultiplied	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:354	public	Whether the cached image identified by `key` already has premultiplied alpha.	(self: &Self, key: u64) -> bool
function	create	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:425	public	Creates a new 2D texture resource and schedules data upload to the GPU.	(self: &Self, render_ctx: &RenderContext, creation_desc: ImageDataDesc) -> Result<GpuTexture2D, ImageDataToTextureError>
function	get_or_create	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:457	public	Creates a new 2D texture resource and schedules data upload to the GPU if a texture	(self: &Self, key: u64, render_ctx: &RenderContext, texture_desc: ImageDataDesc) -> Result<GpuTexture2D, ImageDataToTextureError>
function	get_or_create_with	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:468	public	Creates a new 2D texture resource and schedules data upload to the GPU if a texture	(self: &Self, key: u64, render_ctx: &RenderContext, create_texture_desc: impl/dyn) -> Result<GpuTexture2D, ImageDataToTextureError>
function	new	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:48	public	Returns `None` if the `texture` is not 2D.	(texture: GpuTexture, alpha_channel_usage: AlphaChannelUsage) -> Option<Self>
function	get_or_try_create_with	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:482	public	Creates a new 2D texture resource and schedules data upload to the GPU if a texture	(self: &Self, key: u64, render_ctx: &RenderContext, try_create_texture_desc: impl/dyn) -> Result<GpuTexture2D, TextureManager2DError<Err>>
function	white_texture_unorm_handle	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:518	public	Returns a single pixel white pixel with an rgba8unorm format.	(self: &Self) -> &GpuTexture2D
function	white_texture_unorm	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:523	public	Returns a single pixel white pixel with an rgba8unorm format.	(self: &Self) -> &GpuTexture
function	zeroed_texture_float	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:528	public	Returns a single zero pixel with format [`wgpu::TextureFormat::Rgba8Unorm`].	(self: &Self) -> &GpuTexture
function	zeroed_texture_sint	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:533	public	Returns a single zero pixel with format [`wgpu::TextureFormat::Rgba8Sint`].	(self: &Self) -> &GpuTexture
function	zeroed_texture_uint	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:538	public	Returns a single zero pixel with format [`wgpu::TextureFormat::Rgba8Uint`].	(self: &Self) -> &GpuTexture
function	fmt	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:547	default		(self: &Self, __formatter: &mut Formatter) -> Result
function	fmt	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:547	default		(self: &Self, f: &mut Formatter) -> Result
enum	ExternalGpuTextureError	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:548	public		
variant	Not2D	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:550	default		unit
struct_field	0	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:552	default		Extent3d
variant	InvalidSize	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:552	default		tuple(1)
variant	DescriptorMismatch	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:554	default		unit
function	handle	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:74	public		(self: &Self) -> GpuTextureHandle
function	alpha_channel_usage	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:80	public	What is known about the alpha channel state of this texture.	(self: &Self) -> AlphaChannelUsage
function	width	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:86	public	Width of the texture.	(self: &Self) -> u32
function	height	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:92	public	Height of the texture.	(self: &Self) -> u32
function	width_height	re-renderer	crates/viewer/re_renderer/src/resource_managers/texture_manager.rs:98	public	Width and height of the texture.	(self: &Self) -> [u32; N]
variant	Y_U_V420	re-renderer	crates/viewer/re_renderer/src/resource_managers/yuv_converter.rs:109	default	4:2:0 subsampling with 3 separate planes.	unit
variant	Y_UV420	re-renderer	crates/viewer/re_renderer/src/resource_managers/yuv_converter.rs:133	default	4:2:0 subsampling with a separate Y plane, followed by a UV plane.	unit
variant	YUYV422	re-renderer	crates/viewer/re_renderer/src/resource_managers/yuv_converter.rs:152	default	YUV 4:2:2 subsampling, single plane.	unit
variant	Y400	re-renderer	crates/viewer/re_renderer/src/resource_managers/yuv_converter.rs:173	default	4:0:0, single plane of chroma only.	unit
function	fmt	re-renderer	crates/viewer/re_renderer/src/resource_managers/yuv_converter.rs:177	default		(self: &Self, f: &mut Formatter) -> Result
function	clone	re-renderer	crates/viewer/re_renderer/src/resource_managers/yuv_converter.rs:202	default		(self: &Self) -> YuvMatrixCoefficients
function	fmt	re-renderer	crates/viewer/re_renderer/src/resource_managers/yuv_converter.rs:202	default		(self: &Self, f: &mut Formatter) -> Result
enum	YuvMatrixCoefficients	re-renderer	crates/viewer/re_renderer/src/resource_managers/yuv_converter.rs:203	public	Yuv matrix coefficients that determine how a YUV image is meant to be converted to RGB.	
variant	Identity	re-renderer	crates/viewer/re_renderer/src/resource_managers/yuv_converter.rs:205	default	Identity matrix, interpret YUV as GBR.	unit
variant	Bt601	re-renderer	crates/viewer/re_renderer/src/resource_managers/yuv_converter.rs:210	default	BT.601 (aka. SDTV, aka. Rec.601)	unit
variant	Bt709	re-renderer	crates/viewer/re_renderer/src/resource_managers/yuv_converter.rs:223	default	BT.709 (aka. HDTV, aka. Rec.709)	unit
function	fmt	re-renderer	crates/viewer/re_renderer/src/resource_managers/yuv_converter.rs:235	default		(self: &Self, f: &mut Formatter) -> Result
function	clone	re-renderer	crates/viewer/re_renderer/src/resource_managers/yuv_converter.rs:247	default		(self: &Self) -> YuvRange
function	default	re-renderer	crates/viewer/re_renderer/src/resource_managers/yuv_converter.rs:247	default		() -> YuvRange
function	fmt	re-renderer	crates/viewer/re_renderer/src/resource_managers/yuv_converter.rs:247	default		(self: &Self, f: &mut Formatter) -> Result
enum	YuvRange	re-renderer	crates/viewer/re_renderer/src/resource_managers/yuv_converter.rs:248	public	Expected range of YUV values.	
variant	Limited	re-renderer	crates/viewer/re_renderer/src/resource_managers/yuv_converter.rs:256	default	Use limited range YUV, i.e. for 8bit data, Y is valid in [16, 235] and U/V [16, 240].	unit
variant	Full	re-renderer	crates/viewer/re_renderer/src/resource_managers/yuv_converter.rs:259	default	Use full range YUV with all components ranging from 0 to 255 for 8bit or higher otherwise.	unit
function	fmt	re-renderer	crates/viewer/re_renderer/src/resource_managers/yuv_converter.rs:263	default		(self: &Self, f: &mut Formatter) -> Result
function	data_texture_width_height	re-renderer	crates/viewer/re_renderer/src/resource_managers/yuv_converter.rs:273	public	Given the dimensions of the output picture, what are the expected dimensions of the input data texture.	(self: &Self, [decoded_width, decoded_height]: [u32; N]) -> [u32; N]
function	data_texture_format	re-renderer	crates/viewer/re_renderer/src/resource_managers/yuv_converter.rs:284	public	What format the input data texture is expected to be in.	(self: &Self) -> TextureFormat
function	num_data_buffer_bytes	re-renderer	crates/viewer/re_renderer/src/resource_managers/yuv_converter.rs:311	public	Size of the buffer needed to create the data texture, i.e. the raw input data.	(self: &Self, decoded_width: [u32; N]) -> usize
function	clone	re-renderer	crates/viewer/re_renderer/src/resource_managers/yuv_converter.rs:40	default		(self: &Self) -> YuvPixelLayout
function	fmt	re-renderer	crates/viewer/re_renderer/src/resource_managers/yuv_converter.rs:40	default		(self: &Self, f: &mut Formatter) -> Result
enum	YuvPixelLayout	re-renderer	crates/viewer/re_renderer/src/resource_managers/yuv_converter.rs:41	public	Supported chroma subsampling input formats.	
variant	Y_U_V444	re-renderer	crates/viewer/re_renderer/src/resource_managers/yuv_converter.rs:67	default	4:4:4 no chroma downsampling with 3 separate planes.	unit
variant	Y_U_V422	re-renderer	crates/viewer/re_renderer/src/resource_managers/yuv_converter.rs:89	default	4:2:2 subsampling with 3 separate planes.	unit
function	default	re-renderer	crates/viewer/re_renderer/src/shape_builder.rs:13	default		() -> ShapeBuilder
struct	ShapeBuilder	re-renderer	crates/viewer/re_renderer/src/shape_builder.rs:14	public		
function	add_convex_polygon	re-renderer	crates/viewer/re_renderer/src/shape_builder.rs:20	public		(self: &mut Self, points: &[Vec2])
function	add_triangle_fan	re-renderer	crates/viewer/re_renderer/src/shape_builder.rs:31	public		(self: &mut Self, center: Vec2, ring: impl/dyn, segments: usize)
function	add_segment	re-renderer	crates/viewer/re_renderer/src/shape_builder.rs:51	public	Add a stroked line segment as a quad (two triangles) with the given half-width.	(self: &mut Self, a: Vec2, b: Vec2, half_width: f32)
function	into_cpu_mesh	re-renderer	crates/viewer/re_renderer/src/shape_builder.rs:69	public		(self: Self, label: String, render_ctx: &RenderContext) -> CpuMesh
function	clone	re-renderer	crates/viewer/re_renderer/src/size.rs:12	default		(self: &Self) -> Size
function	fmt	re-renderer	crates/viewer/re_renderer/src/size.rs:14	default		(self: &Self, f: &mut Formatter) -> Result
function	heap_size_bytes	re-renderer	crates/viewer/re_renderer/src/size.rs:17	default		(self: &Self) -> u64
function	deserialize	re-renderer	crates/viewer/re_renderer/src/size.rs:18	default		(__deserializer: __D) -> Result<Self, Error>
function	serialize	re-renderer	crates/viewer/re_renderer/src/size.rs:19	default		(self: &Self, __serializer: __S) -> Result<Ok, Error>
struct_field	0	re-renderer	crates/viewer/re_renderer/src/size.rs:21	public		f32
struct	Size	re-renderer	crates/viewer/re_renderer/src/size.rs:21	public	A size of something in either scene units or ui points.	
function	new_scene_units	re-renderer	crates/viewer/re_renderer/src/size.rs:34	public	Creates a new size in scene units.	(size: f32) -> Self
function	new_ui_points	re-renderer	crates/viewer/re_renderer/src/size.rs:43	public	Creates a new size in ui point units.	(size: f32) -> Self
function	scene_units	re-renderer	crates/viewer/re_renderer/src/size.rs:50	public	Get the scene-size of this, if stored as a scene size.	(self: &Self) -> Option<f32>
function	ui_points	re-renderer	crates/viewer/re_renderer/src/size.rs:57	public	Get the point size of this, if stored as a point size.	(self: &Self) -> Option<f32>
function	eq	re-renderer	crates/viewer/re_renderer/src/size.rs:65	default		(self: &Self, other: &Self) -> bool
function	mul	re-renderer	crates/viewer/re_renderer/src/size.rs:74	default		(self: Self, rhs: f32) -> Output
function	mul_assign	re-renderer	crates/viewer/re_renderer/src/size.rs:83	default		(self: &mut Self, rhs: f32)
struct	SizeHalf	re-renderer	crates/viewer/re_renderer/src/size.rs:93	public	Same as [`Size`] but stored with a f16 float.	
module	texture_info	re-renderer	crates/viewer/re_renderer/src/texture_info.rs:1	public		
struct_field	bytes_per_row_padded	re-renderer	crates/viewer/re_renderer/src/texture_info.rs:12	public	How many bytes per row are required to be allocated in total.	u32
function	is_float_filterable	re-renderer	crates/viewer/re_renderer/src/texture_info.rs:124	public		(format: TextureFormat, device_features: Features) -> bool
function	sample_value_range	re-renderer	crates/viewer/re_renderer/src/texture_info.rs:135	public	The range of values a shader sees when sampling this format.	(format: TextureFormat) -> [f32; N]
struct_field	buffer_size_unpadded	re-renderer	crates/viewer/re_renderer/src/texture_info.rs:15	public	Size required for an unpadded buffer.	BufferAddress
struct_field	buffer_size_padded	re-renderer	crates/viewer/re_renderer/src/texture_info.rs:18	public	Size required for a padded buffer as it is read/written from/to the GPU.	BufferAddress
function	new	re-renderer	crates/viewer/re_renderer/src/texture_info.rs:26	public	Retrieves 2D texture buffer info for a given format & texture size.	(format: TextureFormat, extent: Extent3d) -> Self
function	clone	re-renderer	crates/viewer/re_renderer/src/texture_info.rs:4	default		(self: &Self) -> Texture2DBufferInfo
function	fmt	re-renderer	crates/viewer/re_renderer/src/texture_info.rs:4	default		(self: &Self, f: &mut Formatter) -> Result
function	from_texture	re-renderer	crates/viewer/re_renderer/src/texture_info.rs:46	public		(texture: &Texture) -> Self
struct	Texture2DBufferInfo	re-renderer	crates/viewer/re_renderer/src/texture_info.rs:5	public	Utility for dealing with buffers containing raw 2D texture data.	
function	num_rows	re-renderer	crates/viewer/re_renderer/src/texture_info.rs:51	public		(self: &Self) -> u32
function	remove_padding	re-renderer	crates/viewer/re_renderer/src/texture_info.rs:61	public	Removes the padding from a buffer containing gpu texture data.	(self: &Self, buffer: &[u8]) -> Cow<[u8]>
struct_field	bytes_per_row_unpadded	re-renderer	crates/viewer/re_renderer/src/texture_info.rs:7	public	How many bytes per row contain actual data.	u32
function	remove_padding_and_convert	re-renderer	crates/viewer/re_renderer/src/texture_info.rs:88	public	Removes the padding from a buffer containing gpu texture data and remove convert to a given type.	(self: &Self, buffer: &[u8]) -> Vec<T>
module	texture_readback	re-renderer	crates/viewer/re_renderer/src/texture_readback.rs:1	public	Utilities for reading back GPU texture data to the CPU.	
struct	TextureReadback	re-renderer	crates/viewer/re_renderer/src/texture_readback.rs:12	public	Result of a texture readback.	
struct_field	data	re-renderer	crates/viewer/re_renderer/src/texture_readback.rs:14	public	Raw pixel data with GPU row padding removed.	Vec<u8>
struct_field	extent	re-renderer	crates/viewer/re_renderer/src/texture_readback.rs:17	public	Width and height of the texture.	Extent3d
struct_field	format	re-renderer	crates/viewer/re_renderer/src/texture_readback.rs:20	public	The texture's format.	TextureFormat
function	clone	re-renderer	crates/viewer/re_renderer/src/texture_readback.rs:29	default		(self: &Self) -> TextureReadbackId
function	eq	re-renderer	crates/viewer/re_renderer/src/texture_readback.rs:29	default		(self: &Self, other: &TextureReadbackId) -> bool
function	fmt	re-renderer	crates/viewer/re_renderer/src/texture_readback.rs:29	default		(self: &Self, f: &mut Formatter) -> Result
struct	TextureReadbackId	re-renderer	crates/viewer/re_renderer/src/texture_readback.rs:30	public		
function	schedule_read_texture	re-renderer	crates/viewer/re_renderer/src/texture_readback.rs:37	public	Schedule an async readback of a GPU texture via the `GpuReadbackBelt`.	(ctx: &RenderContext, texture: &Texture) -> Result<TextureReadbackId, GpuReadbackError>
function	poll_read_texture	re-renderer	crates/viewer/re_renderer/src/texture_readback.rs:76	public	Poll for a completed async texture readback scheduled with [`schedule_read_texture`].	(ctx: &RenderContext, id: TextureReadbackId) -> Option<TextureReadback>
function	clone	re-renderer	crates/viewer/re_renderer/src/transform.rs:42	default		(self: &Self) -> RectTransform
function	fmt	re-renderer	crates/viewer/re_renderer/src/transform.rs:42	default		(self: &Self, f: &mut Formatter) -> Result
struct	RectTransform	re-renderer	crates/viewer/re_renderer/src/transform.rs:43	public	Defines a transformation from a rectangular region of interest into a rectangular target region.	
struct_field	region_of_interest	re-renderer	crates/viewer/re_renderer/src/transform.rs:45	public	The region of the scene that should be visible.	RectF32
struct_field	region	re-renderer	crates/viewer/re_renderer/src/transform.rs:48	public	The full scene.	RectF32
function	to_ndc_scale_and_translation	re-renderer	crates/viewer/re_renderer/src/transform.rs:66	public	Computes a transformation matrix that applies the rect transform to the NDC space.	(self: &Self) -> Mat4
function	scale	re-renderer	crates/viewer/re_renderer/src/transform.rs:87	public		(self: &Self) -> Vec2
module	util	re-renderer	crates/viewer/re_renderer/src/util.rs:1	public		
function	bounding_box_from_points	re-renderer	crates/viewer/re_renderer/src/util.rs:2	public	Like [`macaw::BoundingBox::from_points`], but ignores NaN and infinity values.	(points: impl/dyn) -> BoundingBox
struct	PointCloudBounds	re-renderer	crates/viewer/re_renderer/src/util.rs:43	public	Both the exact bounding box and a region of interest for a point cloud.	
struct_field	bbox	re-renderer	crates/viewer/re_renderer/src/util.rs:45	public	Exact bounding box containing all finite points.	BoundingBox
struct_field	region_of_interest	re-renderer	crates/viewer/re_renderer/src/util.rs:52	public	Region of interest that excludes spatial outliers.	BoundingBox
function	point_cloud_bounds	re-renderer	crates/viewer/re_renderer/src/util.rs:67	public	Computes both an exact bounding box and an outlier-robust region of interest	(points: &[Vec3]) -> PointCloudBounds
module	video	re-renderer	crates/viewer/re_renderer/src/video/mod.rs:1	public		
function	load	re-renderer	crates/viewer/re_renderer/src/video/mod.rs:108	public	Loads a video from the given data.	(debug_name: String, video_description: VideoDataDescription, decode_settings: DecodeSettings) -> Self
function	debug_name	re-renderer	crates/viewer/re_renderer/src/video/mod.rs:123	public		(self: &Self) -> &str
function	data_descr	re-renderer	crates/viewer/re_renderer/src/video/mod.rs:129	public	The video description.	(self: &Self) -> &VideoDataDescription
function	data_descr_mut	re-renderer	crates/viewer/re_renderer/src/video/mod.rs:138	public	Mutable access to the video data.	(self: &mut Self) -> &mut VideoDataDescription
function	reset_all_decoders	re-renderer	crates/viewer/re_renderer/src/video/mod.rs:145	public	Resets all decoders and purges any cached frames.	(self: &Self)
type_alias	VideoPlayer	re-renderer	crates/viewer/re_renderer/src/video/mod.rs:15	public	A [`re_video::player::VideoPlayer`] with GPU texture output.	
function	dimensions	re-renderer	crates/viewer/re_renderer/src/video/mod.rs:157	public	Natural dimensions of the video if known.	(self: &Self) -> Option<[u16; N]>
function	frame_at	re-renderer	crates/viewer/re_renderer/src/video/mod.rs:176	public	Returns a texture with the latest frame at the given time since video start.	(self: &Self, render_context: &RenderContext, player_stream_id: VideoPlayerStreamId, video_time: Time, video_source: &impl/dyn) -> FrameDecodingOutput
function	from	re-renderer	crates/viewer/re_renderer/src/video/mod.rs:18	default		(err: ImageDataToTextureError) -> Self
struct	FrameDecodingOutput	re-renderer	crates/viewer/re_renderer/src/video/mod.rs:23	public		
struct_field	output	re-renderer	crates/viewer/re_renderer/src/video/mod.rs:24	public		Option<VideoFrameTexture>
function	handle_sample_insertion	re-renderer	crates/viewer/re_renderer/src/video/mod.rs:244	public	Notify players that samples were inserted/removed at `splice_start`,	(self: &Self, change_start: SampleIndex, change_end: SampleIndex, size_delta: isize)
struct_field	error	re-renderer	crates/viewer/re_renderer/src/video/mod.rs:25	public		Option<VideoPlayerError>
function	begin_frame	re-renderer	crates/viewer/re_renderer/src/video/mod.rs:288	public	Removes all decoders that have been unused in the last frame.	(self: &Self)
function	clone	re-renderer	crates/viewer/re_renderer/src/video/mod.rs:38	default		(self: &Self) -> VideoTexture
struct	VideoTexture	re-renderer	crates/viewer/re_renderer/src/video/mod.rs:39	public	A texture of a specific video frame.	
struct_field	texture	re-renderer	crates/viewer/re_renderer/src/video/mod.rs:41	public	The video texture is created lazily on the first received frame.	Option<GpuTexture2D>
struct_field	source_pixel_format	re-renderer	crates/viewer/re_renderer/src/video/mod.rs:42	public		SourceImageDataFormat
function	default	re-renderer	crates/viewer/re_renderer/src/video/mod.rs:46	default		() -> Self
struct	VideoFrameTexture	re-renderer	crates/viewer/re_renderer/src/video/mod.rs:57	public	Information about the status of a frame decoding.	
struct_field	texture	re-renderer	crates/viewer/re_renderer/src/video/mod.rs:59	public	The texture to show.	Option<GpuTexture2D>
struct_field	decoder_delay_state	re-renderer	crates/viewer/re_renderer/src/video/mod.rs:62	public	If true, the texture is outdated. Keep polling for a fresh one.	DecoderDelayState
struct_field	show_loading_indicator	re-renderer	crates/viewer/re_renderer/src/video/mod.rs:65	public	If true, this texture is so out-dated that it should have a loading indicator on top of it.	bool
struct_field	source_pixel_format	re-renderer	crates/viewer/re_renderer/src/video/mod.rs:70	public	Format information about the original data from the video decoder.	SourceImageDataFormat
struct_field	frame_info	re-renderer	crates/viewer/re_renderer/src/video/mod.rs:73	public	Meta information about the decoded frame.	Option<FrameInfo>
function	heap_size_bytes	re-renderer	crates/viewer/re_renderer/src/video/mod.rs:88	default		(self: &Self) -> u64
struct	Video	re-renderer	crates/viewer/re_renderer/src/video/mod.rs:89	public	Video data + decoder(s).	
function	drop	re-renderer	crates/viewer/re_renderer/src/video/mod.rs:98	default		(self: &mut Self)
module	view_builder	re-renderer	crates/viewer/re_renderer/src/view_builder.rs:1	public		
function	main_target	re-renderer	crates/viewer/re_renderer/src/view_builder.rs:1000	public	The resolved (non-MSAA) main target texture, in [`Self::MAIN_TARGET_COLOR_FORMAT`]	(self: &Self) -> &GpuTexture
function	queue_draw	re-renderer	crates/viewer/re_renderer/src/view_builder.rs:1004	public		(self: &mut Self, ctx: &RenderContext, draw_data: impl/dyn) -> &mut Self
function	draw	re-renderer	crates/viewer/re_renderer/src/view_builder.rs:1019	public	Draws the frame as instructed to a temporary HDR target.	(self: &mut Self, ctx: &RenderContext, clear_color: Rgba) -> Result<CommandBuffer, PoolError>
variant	TopLeftCornerAndExtendZ	re-renderer	crates/viewer/re_renderer/src/view_builder.rs:106	default	Puts the view space origin at the top-left corner of the orthographic frustum and inverts the y axis,	unit
function	clone	re-renderer	crates/viewer/re_renderer/src/view_builder.rs:110	default		(self: &Self) -> Projection
function	fmt	re-renderer	crates/viewer/re_renderer/src/view_builder.rs:110	default		(self: &Self, f: &mut Formatter) -> Result
enum	Projection	re-renderer	crates/viewer/re_renderer/src/view_builder.rs:111	public	How we project from 3D to 2D.	
variant	Perspective	re-renderer	crates/viewer/re_renderer/src/view_builder.rs:113	default	Perspective camera looking along the negative z view space axis.	struct{3}
struct_field	vertical_fov	re-renderer	crates/viewer/re_renderer/src/view_builder.rs:115	default	Viewing angle in view space y direction (which is the vertical screen axis) in radian.	f32
struct_field	near_plane_distance	re-renderer	crates/viewer/re_renderer/src/view_builder.rs:118	default	Distance of the near plane.	f32
function	schedule_screenshot	re-renderer	crates/viewer/re_renderer/src/view_builder.rs:1205	public	Schedules the taking of a screenshot.	(self: &mut Self, ctx: &RenderContext, identifier: GpuReadbackIdentifier, user_data: T) -> Result<(), ViewBuilderError>
function	composite	re-renderer	crates/viewer/re_renderer/src/view_builder.rs:1230	public	Composites the final result of a `ViewBuilder` to a given output `RenderPass`.	(self: &Self, ctx: &RenderContext, pass: &mut RenderPass)
struct_field	aspect_ratio	re-renderer	crates/viewer/re_renderer/src/view_builder.rs:124	default	Aspect ratio of the perspective transformation.	f32
variant	Orthographic	re-renderer	crates/viewer/re_renderer/src/view_builder.rs:129	default	Orthographic projection with the camera position at the near plane's center,	struct{3}
struct_field	camera_mode	re-renderer	crates/viewer/re_renderer/src/view_builder.rs:130	default		OrthographicCameraMode
struct_field	vertical_world_size	re-renderer	crates/viewer/re_renderer/src/view_builder.rs:133	default	Size of the orthographic camera view space y direction (which is the vertical screen axis).	f32
struct_field	far_plane_distance	re-renderer	crates/viewer/re_renderer/src/view_builder.rs:136	default	Distance of the far plane to the camera.	f32
function	clone	re-renderer	crates/viewer/re_renderer/src/view_builder.rs:18	default		(self: &Self) -> ViewBuilderError
function	fmt	re-renderer	crates/viewer/re_renderer/src/view_builder.rs:18	default		(self: &Self, f: &mut Formatter) -> Result
function	fmt	re-renderer	crates/viewer/re_renderer/src/view_builder.rs:18	default		(self: &Self, __formatter: &mut Formatter) -> Result
function	from	re-renderer	crates/viewer/re_renderer/src/view_builder.rs:18	default		(source: DebugOverlayError) -> Self
function	source	re-renderer	crates/viewer/re_renderer/src/view_builder.rs:18	default		(self: &Self) -> Option<&impl/dyn>
enum	ViewBuilderError	re-renderer	crates/viewer/re_renderer/src/view_builder.rs:19	public		
function	clone	re-renderer	crates/viewer/re_renderer/src/view_builder.rs:209	default		(self: &Self) -> RenderMode
function	default	re-renderer	crates/viewer/re_renderer/src/view_builder.rs:209	default		() -> RenderMode
function	eq	re-renderer	crates/viewer/re_renderer/src/view_builder.rs:209	default		(self: &Self, other: &RenderMode) -> bool
function	fmt	re-renderer	crates/viewer/re_renderer/src/view_builder.rs:209	default		(self: &Self, f: &mut Formatter) -> Result
