kind	symbol	crate	path:line	vis	doc1行	署名
function	collapse_hidden	motolii-shell-state	ui/motolii-shell-state/src/layout.rs:308	public	表示用の木を**導出**する(元の木は変えない)。隠れた葉を取り除き、	(self: &Self) -> Option<LayoutNode<K>>
function	clone	motolii-shell-state	ui/motolii-shell-state/src/layout.rs:333	default		(self: &Self) -> WorkspaceLayout<K>
function	deserialize	motolii-shell-state	ui/motolii-shell-state/src/layout.rs:333	default		(__deserializer: __D) -> Result<Self, Error>
function	eq	motolii-shell-state	ui/motolii-shell-state/src/layout.rs:333	default		(self: &Self, other: &WorkspaceLayout<K>) -> bool
function	fmt	motolii-shell-state	ui/motolii-shell-state/src/layout.rs:333	default		(self: &Self, f: &mut Formatter) -> Result
function	serialize	motolii-shell-state	ui/motolii-shell-state/src/layout.rs:333	default		(self: &Self, __serializer: __S) -> Result<Ok, Error>
struct	WorkspaceLayout	motolii-shell-state	ui/motolii-shell-state/src/layout.rs:334	public	1つのワークスペースが持つ状態: 現在の分割木 + 既定へ戻すための木。	
function	new	motolii-shell-state	ui/motolii-shell-state/src/layout.rs:343	public	`default` を現在の木にも既定にも据えて開始する(裁定と同じ「触って	(default: LayoutNode<K>) -> Self
function	root	motolii-shell-state	ui/motolii-shell-state/src/layout.rs:348	public	現在の分割木(隠れた葉も含む——永続木そのもの)。	(self: &Self) -> &LayoutNode<K>
function	hide	motolii-shell-state	ui/motolii-shell-state/src/layout.rs:353	public	パネルを隠す(木の形は保つ、`hidden=true` にするだけ)。	(self: &mut Self, kind: K) -> bool
function	show	motolii-shell-state	ui/motolii-shell-state/src/layout.rs:358	public	パネルを見せる(木の形は保つ、`hidden=false` に戻すだけ)。	(self: &mut Self, kind: K) -> bool
function	is_hidden	motolii-shell-state	ui/motolii-shell-state/src/layout.rs:362	public		(self: &Self, kind: K) -> bool
function	swap	motolii-shell-state	ui/motolii-shell-state/src/layout.rs:367	public	2枚のパネルの位置を交換する(ドラッグ&ドロップ相当)。	(self: &mut Self, a: K, b: K) -> bool
function	resize	motolii-shell-state	ui/motolii-shell-state/src/layout.rs:372	public	`path` の split 比率を書き換える。	(self: &mut Self, path: &[Branch], ratio: f32) -> bool
function	visible_kinds	motolii-shell-state	ui/motolii-shell-state/src/layout.rs:376	public		(self: &Self) -> Vec<K>
function	all_kinds	motolii-shell-state	ui/motolii-shell-state/src/layout.rs:380	public		(self: &Self) -> Vec<K>
function	visible_layout	motolii-shell-state	ui/motolii-shell-state/src/layout.rs:386	public	表示用に縮約した木([`LayoutNode::collapse_hidden`])。shell が	(self: &Self) -> Option<LayoutNode<K>>
function	reset_to_default	motolii-shell-state	ui/motolii-shell-state/src/layout.rs:392	public	既定配置へ戻す(`Reset UI Layout`、freq降順第1切片 §1534)。	(self: &mut Self)
function	default_layout	motolii-shell-state	ui/motolii-shell-state/src/layout.rs:396	public		(self: &Self) -> &LayoutNode<K>
function	clone	motolii-shell-state	ui/motolii-shell-state/src/layout.rs:405	default		(self: &Self) -> WorkspaceBook<K>
function	deserialize	motolii-shell-state	ui/motolii-shell-state/src/layout.rs:405	default		(__deserializer: __D) -> Result<Self, Error>
function	eq	motolii-shell-state	ui/motolii-shell-state/src/layout.rs:405	default		(self: &Self, other: &WorkspaceBook<K>) -> bool
function	fmt	motolii-shell-state	ui/motolii-shell-state/src/layout.rs:405	default		(self: &Self, f: &mut Formatter) -> Result
function	serialize	motolii-shell-state	ui/motolii-shell-state/src/layout.rs:405	default		(self: &Self, __serializer: __S) -> Result<Ok, Error>
struct	WorkspaceBook	motolii-shell-state	ui/motolii-shell-state/src/layout.rs:406	public	名前付きレイアウトの束(`New Workspace…`/`Delete Workspace…`/	
struct_field	workspace	motolii-shell-state	ui/motolii-shell-state/src/layout.rs:407	public		WorkspaceLayout<K>
function	new	motolii-shell-state	ui/motolii-shell-state/src/layout.rs:412	public		(default: LayoutNode<K>) -> Self
function	save_as	motolii-shell-state	ui/motolii-shell-state/src/layout.rs:418	public	`New Workspace…`: 現在の木を `name` として保存する(既存の同名を	(self: &mut Self, name: impl/dyn)
function	switch_to	motolii-shell-state	ui/motolii-shell-state/src/layout.rs:425	public	`Switch to workspace`/`Switch to Page`/`Show Page`: 保存済みの	(self: &mut Self, name: &str) -> bool
function	delete	motolii-shell-state	ui/motolii-shell-state/src/layout.rs:436	public	`Delete Workspace…`。存在すれば削除して `true`。	(self: &mut Self, name: &str) -> bool
function	names	motolii-shell-state	ui/motolii-shell-state/src/layout.rs:441	public	`Layout Presets`: 保存済みレイアウト名の一覧。	(self: &Self) -> impl/dyn
function	get	motolii-shell-state	ui/motolii-shell-state/src/layout.rs:445	public		(self: &Self, name: &str) -> Option<&LayoutNode<K>>
module	motolii_shell_state	motolii-shell-state	ui/motolii-shell-state/src/lib.rs:1	public	owns: shell 横断の共有状態型(Session/KeySelector/KeySelectionOp)。pane crate と assembler の共通の親 — 循環回避のための leaf。	
function	toggle	motolii-shell-state	ui/motolii-shell-state/src/lib.rs:104	public	開閉を反転する(rail の fold 三角クリック1回ぶん)。	(self: &mut Self, layer: LayerId)
function	is_folded	motolii-shell-state	ui/motolii-shell-state/src/lib.rs:112	public	`layer` の子が畳まれているか。**畳まれていない(既定)なら `false`** —	(self: &Self, layer: LayerId) -> bool
function	clone	motolii-shell-state	ui/motolii-shell-state/src/lib.rs:121	default		(self: &Self) -> KeySelector
function	eq	motolii-shell-state	ui/motolii-shell-state/src/lib.rs:121	default		(self: &Self, other: &KeySelector) -> bool
function	fmt	motolii-shell-state	ui/motolii-shell-state/src/lib.rs:121	default		(self: &Self, f: &mut Formatter) -> Result
function	hash	motolii-shell-state	ui/motolii-shell-state/src/lib.rs:121	default		(self: &Self, state: &mut __H)
struct	KeySelector	motolii-shell-state	ui/motolii-shell-state/src/lib.rs:122	public	Timeline のキー選択の識別子。**Document ではなく [`Session`] が持つ**	
struct_field	layer	motolii-shell-state	ui/motolii-shell-state/src/lib.rs:123	public		LayerId
struct_field	property	motolii-shell-state	ui/motolii-shell-state/src/lib.rs:124	public		PropertyId
struct_field	frame	motolii-shell-state	ui/motolii-shell-state/src/lib.rs:125	public		i64
function	clone	motolii-shell-state	ui/motolii-shell-state/src/lib.rs:132	default		(self: &Self) -> KeySelectionOp
function	eq	motolii-shell-state	ui/motolii-shell-state/src/lib.rs:132	default		(self: &Self, other: &KeySelectionOp) -> bool
function	fmt	motolii-shell-state	ui/motolii-shell-state/src/lib.rs:132	default		(self: &Self, f: &mut Formatter) -> Result
enum	KeySelectionOp	motolii-shell-state	ui/motolii-shell-state/src/lib.rs:133	public	property 行のキー選択操作(正典 §3・§4 と同じ文法: 単独/Cmd トグル/Shift 範囲)。	
struct_field	0	motolii-shell-state	ui/motolii-shell-state/src/lib.rs:135	default		KeySelector
variant	Single	motolii-shell-state	ui/motolii-shell-state/src/lib.rs:135	default	クリック=単独。	tuple(1)
struct_field	0	motolii-shell-state	ui/motolii-shell-state/src/lib.rs:137	default		KeySelector
variant	Toggle	motolii-shell-state	ui/motolii-shell-state/src/lib.rs:137	default	Cmd=トグル(足し引き)。	tuple(1)
struct_field	0	motolii-shell-state	ui/motolii-shell-state/src/lib.rs:140	default		KeySelector
variant	Range	motolii-shell-state	ui/motolii-shell-state/src/lib.rs:140	default	Shift=`Session::key_anchor` から `key_order` 上の範囲。基点が無ければ	tuple(1)
function	clone	motolii-shell-state	ui/motolii-shell-state/src/lib.rs:37	default		(self: &Self) -> Session
function	fmt	motolii-shell-state	ui/motolii-shell-state/src/lib.rs:37	default		(self: &Self, f: &mut Formatter) -> Result
struct	Session	motolii-shell-state	ui/motolii-shell-state/src/lib.rs:38	public	front だけが持つ状態。**Document の写しは1つも入れないこと**。	
struct_field	playhead	motolii-shell-state	ui/motolii-shell-state/src/lib.rs:40	public	再生位置(フレーム番号)。	i64
struct_field	selection	motolii-shell-state	ui/motolii-shell-state/src/lib.rs:41	public		Option<LayerId>
struct_field	selected_layers	motolii-shell-state	ui/motolii-shell-state/src/lib.rs:48	public	複数 layer 選択(普通地図 消化第1波 U1: Select All / Deselect All が	Vec<LayerId>
struct_field	selected_keys	motolii-shell-state	ui/motolii-shell-state/src/lib.rs:51	public	Timeline property 行(キー行)の選択(第2波 T3・EXACT TARGET 3)。	Vec<KeySelector>
struct_field	key_anchor	motolii-shell-state	ui/motolii-shell-state/src/lib.rs:55	public	Shift 範囲選択の基点(直前に単独/Cmd クリックしたキー)。`key_order`	Option<KeySelector>
struct_field	timeline_fold	motolii-shell-state	ui/motolii-shell-state/src/lib.rs:59	public	Timeline ツリー行の折り畳み状態(裁定173 H2)。**Document には乗らない**	TimelineFoldState
function	default	motolii-shell-state	ui/motolii-shell-state/src/lib.rs:63	default		() -> Self
function	clone	motolii-shell-state	ui/motolii-shell-state/src/lib.rs:87	default		(self: &Self) -> TimelineFoldState
function	default	motolii-shell-state	ui/motolii-shell-state/src/lib.rs:87	default		() -> TimelineFoldState
function	eq	motolii-shell-state	ui/motolii-shell-state/src/lib.rs:87	default		(self: &Self, other: &TimelineFoldState) -> bool
function	fmt	motolii-shell-state	ui/motolii-shell-state/src/lib.rs:87	default		(self: &Self, f: &mut Formatter) -> Result
struct	TimelineFoldState	motolii-shell-state	ui/motolii-shell-state/src/lib.rs:88	public	Timeline ツリー行の折り畳み状態(裁定173 H2、旧世界	
function	fold	motolii-shell-state	ui/motolii-shell-state/src/lib.rs:94	public	`layer` の子を畳む(矢印を閉じる)。	(self: &mut Self, layer: LayerId)
function	unfold	motolii-shell-state	ui/motolii-shell-state/src/lib.rs:99	public	`layer` の子を開く。	(self: &mut Self, layer: LayerId)
module	gizmo	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:1	public	Stage ギズモ第1弾(発注 2026-08-22、裁定124: スクラッチ・意味の手本=AE) —	
function	mouse_interaction	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:1068	default	hover/drag のカーソル形状(Q0「触れそう」の正直な合図)。ハンドルの	(self: &Self, state: &GizmoInteraction, bounds: Rectangle, cursor: Cursor) -> Interaction
function	clone	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:107	default		(self: &Self) -> GizmoDrag
function	eq	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:107	default		(self: &Self, other: &GizmoDrag) -> bool
function	fmt	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:107	default		(self: &Self, f: &mut Formatter) -> Result
struct	GizmoDrag	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:108	public	ギズモ drag の1イベント。`GizmoOverlay` の canvas が publish する。	
struct_field	layer	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:109	public		LayerId
struct_field	phase	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:110	public		GizmoPhase
function	resize_interaction	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:1138	public	bbox 中心→ハンドルの screen 方向から、リサイズカーソルの4向きを選ぶ	(direction: Vec2) -> Interaction
function	clone	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:114	default		(self: &Self) -> GizmoPhase
function	eq	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:114	default		(self: &Self, other: &GizmoPhase) -> bool
function	fmt	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:114	default		(self: &Self, f: &mut Formatter) -> Result
enum	GizmoPhase	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:115	public	drag の段階。`Move`/`Commit` の値は [`GizmoValue`] が property の区別ごと運ぶ。	
variant	Start	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:116	default		struct{1}
struct_field	property	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:116	default		GizmoProperty
variant	Move	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:117	default		struct{1}
struct_field	value	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:117	default		GizmoValue
variant	Commit	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:118	default		struct{1}
struct_field	value	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:118	default		GizmoValue
variant	Cancel	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:119	default		unit
function	clone	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:127	default		(self: &Self) -> GizmoProperty
function	eq	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:127	default		(self: &Self, other: &GizmoProperty) -> bool
function	fmt	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:127	default		(self: &Self, f: &mut Formatter) -> Result
enum	GizmoProperty	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:128	public	drag が書く先の property(第2切片で Anchor が加入)。shell 側の宛先:	
variant	Position	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:129	default		unit
variant	Scale	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:130	default		unit
variant	Rotation	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:131	default		unit
variant	Anchor	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:132	default		unit
function	property_name	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:139	public	store の property 名(shell 結線用の読み口 — 文字列を二重に持たない)。	(self: Self) -> &str
function	clone	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:152	default		(self: &Self) -> GizmoValue
function	eq	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:152	default		(self: &Self, other: &GizmoValue) -> bool
function	fmt	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:152	default		(self: &Self, f: &mut Formatter) -> Result
enum	GizmoValue	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:153	public	drag が計算した新しい値(store の単位そのまま: position/anchor = comp/親空間	
struct_field	0	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:154	default		[f64; N]
variant	Position	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:154	default		tuple(1)
struct_field	0	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:155	default		[f64; N]
variant	Scale	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:155	default		tuple(1)
struct_field	0	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:156	default		f64
variant	Rotation	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:156	default		tuple(1)
variant	Anchor	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:162	default	anchor drag(AE pan-behind 型)。**shell は両方を同時に書く**	struct{2}
struct_field	anchor	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:164	default	レイヤーローカル px([`property::ANCHOR`] へ)。	[f64; N]
struct_field	position	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:166	default	補償済みの親空間 px([`property::POSITION`] へ)。	[f64; N]
function	property	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:171	public		(self: Self) -> GizmoProperty
function	clone	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:192	default		(self: &Self) -> GizmoTarget
function	eq	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:192	default		(self: &Self, other: &GizmoTarget) -> bool
function	fmt	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:192	default		(self: &Self, f: &mut Formatter) -> Result
struct	GizmoTarget	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:193	public	ギズモの対象 = 選択レイヤーの変形の**局所値**と、親までの合成。	
struct_field	layer	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:194	public		LayerId
struct_field	size	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:198	public	レイヤーローカルの内容矩形 `(0,0)..size`(px)。Document が寸法を知らない	[f32; N]
struct_field	anchor	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:199	public		[f32; N]
struct_field	position	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:200	public		[f32; N]
struct_field	scale	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:201	public		[f32; N]
struct_field	rotation_degrees	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:202	public		f32
struct_field	skew_degrees	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:203	public		f32
struct_field	skew_axis_degrees	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:204	public		f32
struct_field	world_from_parent	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:206	public	親鎖の world(comp 空間)アフィン。親が無ければ `Affine2::IDENTITY`。	Affine2
function	world_from_local	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:213	public	レイヤーローカル → comp(world)のアフィン。正本の組み方	(self: &Self) -> Affine2
function	gizmo_target	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:234	public	`StoreView` から [`GizmoTarget`] を組む読み口(書き口ゼロ —	(view: &StoreView, layer: LayerId, playhead: i64, size: [f32; N]) -> Option<GizmoTarget>
function	clone	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:310	default		(self: &Self) -> ScaleHandle
function	eq	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:310	default		(self: &Self, other: &ScaleHandle) -> bool
function	fmt	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:310	default		(self: &Self, f: &mut Formatter) -> Result
enum	ScaleHandle	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:311	public	bbox の8ハンドル(角4+辺4)。並びは [`SCALE_HANDLES`] が固定する。	
variant	TopLeft	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:312	default		unit
variant	Top	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:313	default		unit
variant	TopRight	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:314	default		unit
variant	Left	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:315	default		unit
variant	Right	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:316	default		unit
variant	BottomLeft	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:317	default		unit
variant	Bottom	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:318	default		unit
variant	BottomRight	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:319	default		unit
constant	SCALE_HANDLES	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:323	public	8ハンドルの固定順(layout の `scale_handles` と index で対応する)。	
function	local_point	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:336	public	レイヤーローカルの座標(内容矩形 `(0,0)..size` の角と辺中点)。	(self: Self, size: [f32; N]) -> [f32; N]
function	is_corner	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:350	public		(self: Self) -> bool
function	affects	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:358	public	この handle が動かす軸 `(x, y)`(AE と同じ: 辺は1軸、角は2軸)。	(self: Self) -> (bool, bool)
function	clone	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:368	default		(self: &Self) -> GizmoHandle
function	eq	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:368	default		(self: &Self, other: &GizmoHandle) -> bool
function	fmt	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:368	default		(self: &Self, f: &mut Formatter) -> Result
enum	GizmoHandle	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:369	public	hit-test の結果(= drag の種別)。優先順位は [`gizmo_hit_test`] doc 参照。	
variant	Body	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:371	default	bbox 内部 = move(position)。	unit
struct_field	0	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:373	default		ScaleHandle
variant	Scale	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:373	default	8ハンドル = scale。	tuple(1)
variant	Rotate	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:375	default	回転ハンドル = rotate(rotation)。	unit
variant	Anchor	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:377	default	anchor ⊕ = anchor drag(第2切片 — anchor 変更+position 補償)。	unit
function	property	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:381	public		(self: Self) -> GizmoProperty
function	clone	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:424	default		(self: &Self) -> GizmoLayout
function	fmt	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:424	default		(self: &Self, f: &mut Formatter) -> Result
struct	GizmoLayout	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:425	public	1フレームぶんのギズモの絵と当たり判定の正本。`draw`/`mouse_interaction`/	
struct_field	screen_from_local	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:427	public	レイヤーローカル → screen(bounds ローカル)。	Affine2
struct_field	screen_from_parent	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:429	public	親空間 → screen。drag の解([`GizmoDragState`])が逆行列を使う。	Affine2
struct_field	size	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:431	public	対象の内容矩形(レイヤーローカル px)。body hit-test 用。	[f32; N]
struct_field	corners	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:433	public	bbox の4隅(TL, TR, BR, BL の順、screen)。	[Point; N]
struct_field	scale_handles	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:435	public	8ハンドルの screen 位置([`SCALE_HANDLES`] と index 対応)。	[Point; N]
struct_field	rotate_handle	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:438	public	回転ハンドルの screen 位置。bbox が線に潰れている(上辺中点と中心が	Option<Point>
struct_field	top_center	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:440	public	上辺中点(回転ハンドルの stem の根本)。	Point
struct_field	anchor	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:442	public	anchor の screen 位置(表示のみ)。	Point
struct_field	hit_radius	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:444	public	ハンドル命中の半径(screen px、`dims.gizmo_hit_radius`)。	f32
function	gizmo_layout	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:449	public	ギズモの幾何を組む(純関数)。観測カメラのズーム/パン下でも正しい位置に	(bounds: Rectangle, comp: CompSpec, render_camera: ResolvedCamera, observation: Option<ObservationCamera>, target: &GizmoTarget, dims: Dimensions) -> Option<GizmoLayout>
function	gizmo_hit_test	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:521	public	命中判定(純関数)。優先順位(重なった時に「小さくて外側の物」が勝つ —	(layout: &GizmoLayout, cursor: Point) -> Option<GizmoHandle>
function	move_value	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:583	public	move: 親空間での cursor 変位をそのまま position へ足す(position は親空間の値)。	(start: &GizmoTarget, start_cursor_parent: Vec2, cursor_parent: Vec2) -> [f64; N]
function	scale_value	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:606	public	scale: anchor 不動(position 不変)で、掴んだハンドルが cursor に来る scale を	(start: &GizmoTarget, handle: ScaleHandle, cursor_parent: Vec2, shift: bool) -> [f64; N]
function	rotation_value	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:674	public	rotate: anchor(親空間では position そのもの — `M(anchor) = position`)を	(start: &GizmoTarget, start_cursor_parent: Vec2, cursor_parent: Vec2, shift: bool) -> f64
function	anchor_value	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:717	public	anchor drag(第2切片、AE pan-behind 型): anchor を cursor の下へ移し、	(start: &GizmoTarget, cursor_parent: Vec2) -> ([f64; N], [f64; N])
function	clone	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:760	default		(self: &Self) -> GizmoDragState
function	fmt	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:760	default		(self: &Self, f: &mut Formatter) -> Result
struct	GizmoDragState	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:761	public	進行中の drag。**Document でも Session でもない widget 内だけの一時状態**	
function	begin	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:774	public	press で drag を開始する。screen→親の逆行列が立たない(親鎖の scale 0 等)	(target: GizmoTarget, layout: &GizmoLayout, handle: GizmoHandle, cursor: Point) -> Option<Self>
function	layer	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:793	public		(self: &Self) -> LayerId
function	handle	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:797	public		(self: &Self) -> GizmoHandle
function	property	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:801	public		(self: &Self) -> GizmoProperty
function	moved	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:806	public	1回でも `update` が走ったか。release 時の Commit/Cancel(空クリック)判定。	(self: &Self) -> bool
function	last_value	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:813	public	直近の計算値。release は cursor 位置を運ばない(`ButtonReleased` に位置が	(self: &Self) -> Option<GizmoValue>
function	update	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:818	public	cursor 移動で新しい値を解く。	(self: &mut Self, cursor: Point, shift: bool) -> GizmoValue
function	refresh	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:851	public	修飾キーの途中変更(Shift の押し離し)を、cursor が動かなくても即時に	(self: &mut Self, shift: bool) -> Option<GizmoValue>
function	clone	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:864	default		(self: &Self) -> GizmoOverlay
struct	GizmoOverlay	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:865	public	ギズモの canvas 一式。`Shell::view` が選択レイヤーの [`GizmoTarget`] から	
function	new	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:875	public		(comp: CompSpec, render_camera: ResolvedCamera, observation: Option<ObservationCamera>, target: GizmoTarget, dims: Dimensions, colors: Colors) -> Self
function	view	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:893	public		(self: Self) -> Element<GizmoDrag>
function	default	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:920	default		() -> GizmoInteraction
struct	GizmoInteraction	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:921	public	canvas の一時状態(drag と Shift の追跡)。	
function	update	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:929	default		(self: &Self, state: &mut GizmoInteraction, event: &Event, bounds: Rectangle, cursor: Cursor) -> Option<Action<GizmoDrag>>
function	draw	motolii-stage-pane	ui/motolii-stage-pane/src/gizmo.rs:999	default	bbox(accent hairline)+8ハンドル+回転ハンドル(stem+円)+anchor ⊕。	(self: &Self, _state: &GizmoInteraction, renderer: &Renderer, _theme: &Theme, bounds: Rectangle, _cursor: Cursor) -> Vec<Geometry>
module	motolii_stage_pane	motolii-stage-pane	ui/motolii-stage-pane/src/lib.rs:1	public	wraps: motolii-core + motolii-engine — Stage の観測カメラ(裁定157)。	
function	clone	motolii-stage-pane	ui/motolii-stage-pane/src/lib.rs:123	default		(self: &Self) -> Message
function	eq	motolii-stage-pane	ui/motolii-stage-pane/src/lib.rs:123	default		(self: &Self, other: &Message) -> bool
function	fmt	motolii-stage-pane	ui/motolii-stage-pane/src/lib.rs:123	default		(self: &Self, f: &mut Formatter) -> Result
enum	Message	motolii-stage-pane	ui/motolii-stage-pane/src/lib.rs:124	public		
struct_field	0	motolii-stage-pane	ui/motolii-stage-pane/src/lib.rs:130	default		ObservationCamera
