kind	owner	field_or_literal	value	file	line	context	suggested_token	verdict
token_ref	colors	text_primary	token	next/ui/motolii-export-pane/src/lib.rs	636	colors.text_primary	text_primary	GREEN
token_ref	colors	text_muted	token	next/ui/motolii-export-pane/src/lib.rs	637	colors.text_muted	text_muted	GREEN
utility_ref	theme	theme.text.body	token	next/ui/motolii-export-pane/src/lib.rs	639	theme.text.body	theme.text.body	GREEN
utility_ref	theme	theme.text.body	token	next/ui/motolii-export-pane/src/lib.rs	646	theme.text.body	theme.text.body	GREEN
token_ref	colors	text_primary	token	next/ui/motolii-export-pane/src/lib.rs	647	colors.text_primary	text_primary	GREEN
utility_ref	theme	theme.text.body	token	next/ui/motolii-export-pane/src/lib.rs	649	theme.text.body	theme.text.body	GREEN
utility_ref	theme	theme.space.xs	token	next/ui/motolii-export-pane/src/lib.rs	652	theme.space.xs	theme.space.xs	GREEN
token_ref	dims	inspector_row_height	token	next/ui/motolii-export-pane/src/lib.rs	653	dims.inspector_row_height	inspector_row_height	GREEN
raw_literal		0.0	0.0	next/ui/motolii-export-pane/src/lib.rs	655	padding	lib_padding	IGNORED_ZERO
utility_ref	theme	theme.space.m	token	next/ui/motolii-export-pane/src/lib.rs	655	theme.space.m	theme.space.m	GREEN
utility_ref	theme	theme.text.body	token	next/ui/motolii-export-pane/src/lib.rs	670	theme.text.body	theme.text.body	GREEN
utility_ref	theme	theme.text.body	token	next/ui/motolii-export-pane/src/lib.rs	677	theme.text.body	theme.text.body	GREEN
token_ref	colors	text_primary	token	next/ui/motolii-export-pane/src/lib.rs	678	colors.text_primary	text_primary	GREEN
utility_ref	theme	theme.space.xs	token	next/ui/motolii-export-pane/src/lib.rs	682	theme.space.xs	theme.space.xs	GREEN
token_ref	dims	inspector_row_height	token	next/ui/motolii-export-pane/src/lib.rs	683	dims.inspector_row_height	inspector_row_height	GREEN
raw_literal		0.0	0.0	next/ui/motolii-export-pane/src/lib.rs	685	padding	lib_padding	IGNORED_ZERO
utility_ref	theme	theme.space.m	token	next/ui/motolii-export-pane/src/lib.rs	685	theme.space.m	theme.space.m	GREEN
utility_ref	theme	theme.text.body	token	next/ui/motolii-export-pane/src/lib.rs	692	theme.text.body	theme.text.body	GREEN
token_ref	dims	inspector_row_height	token	next/ui/motolii-export-pane/src/lib.rs	698	dims.inspector_row_height	inspector_row_height	GREEN
raw_literal		0.0	0.0	next/ui/motolii-export-pane/src/lib.rs	700	padding	lib_padding	IGNORED_ZERO
utility_ref	theme	theme.space.m	token	next/ui/motolii-export-pane/src/lib.rs	700	theme.space.m	theme.space.m	GREEN
utility_ref	theme	theme.text.body	token	next/ui/motolii-export-pane/src/lib.rs	712	theme.text.body	theme.text.body	GREEN
token_ref	colors	text_primary	token	next/ui/motolii-export-pane/src/lib.rs	713	colors.text_primary	text_primary	GREEN
utility_ref	theme	theme.text.body	token	next/ui/motolii-export-pane/src/lib.rs	717	theme.text.body	theme.text.body	GREEN
token_ref	colors	text_primary	token	next/ui/motolii-export-pane/src/lib.rs	718	colors.text_primary	text_primary	GREEN
utility_ref	theme	theme.space.xs	token	next/ui/motolii-export-pane/src/lib.rs	723	theme.space.xs	theme.space.xs	GREEN
token_ref	dims	inspector_row_height	token	next/ui/motolii-export-pane/src/lib.rs	724	dims.inspector_row_height	inspector_row_height	GREEN
raw_literal		0.0	0.0	next/ui/motolii-export-pane/src/lib.rs	726	padding	lib_padding	IGNORED_ZERO
utility_ref	theme	theme.space.m	token	next/ui/motolii-export-pane/src/lib.rs	726	theme.space.m	theme.space.m	GREEN
token_ref	colors	text_muted	token	next/ui/motolii-export-pane/src/lib.rs	736	colors.text_muted	text_muted	GREEN
utility_ref	theme	theme.text.caption	token	next/ui/motolii-export-pane/src/lib.rs	736	theme.text.caption	theme.text.caption	GREEN
utility_ref	theme	theme.space.m	token	next/ui/motolii-export-pane/src/lib.rs	738	theme.space.m	theme.space.m	GREEN
utility_ref	theme	theme.space.xs	token	next/ui/motolii-export-pane/src/lib.rs	738	theme.space.xs	theme.space.xs	GREEN
utility_ref	theme	theme.text.caption	token	next/ui/motolii-export-pane/src/lib.rs	746	theme.text.caption	theme.text.caption	GREEN
token_ref	colors	status_warning	token	next/ui/motolii-export-pane/src/lib.rs	747	colors.status_warning	status_warning	GREEN
utility_ref	theme	theme.space.m	token	next/ui/motolii-export-pane/src/lib.rs	750	theme.space.m	theme.space.m	GREEN
utility_ref	theme	theme.space.xs	token	next/ui/motolii-export-pane/src/lib.rs	750	theme.space.xs	theme.space.xs	GREEN
token_ref	colors	action_active	token	next/ui/motolii-export-pane/src/lib.rs	763	colors.action_active	action_active	GREEN
token_ref	colors	surface_raised	token	next/ui/motolii-export-pane/src/lib.rs	765	colors.surface_raised	surface_raised	GREEN
token_ref	colors	text_primary	token	next/ui/motolii-export-pane/src/lib.rs	767	colors.text_primary	text_primary	GREEN
token_ref	colors	action_active	token	next/ui/motolii-export-pane/src/lib.rs	771	colors.action_active	action_active	GREEN
token_ref	colors	surface_hover	token	next/ui/motolii-export-pane/src/lib.rs	773	colors.surface_hover	surface_hover	GREEN
token_ref	colors	text_primary	token	next/ui/motolii-export-pane/src/lib.rs	775	colors.text_primary	text_primary	GREEN
token_ref	colors	state_selected	token	next/ui/motolii-export-pane/src/lib.rs	779	colors.state_selected	state_selected	GREEN
token_ref	colors	surface_panel	token	next/ui/motolii-export-pane/src/lib.rs	781	colors.surface_panel	surface_panel	GREEN
token_ref	colors	state_disabled	token	next/ui/motolii-export-pane/src/lib.rs	783	colors.state_disabled	state_disabled	GREEN
utility_ref	theme	theme.text.body	token	next/ui/motolii-inspector-pane/src/attrs.rs	125	theme.text.body	theme.text.body	GREEN
token_ref	colors	text_primary	token	next/ui/motolii-inspector-pane/src/attrs.rs	126	colors.text_primary	text_primary	GREEN
utility_ref	theme	theme.text.body	token	next/ui/motolii-inspector-pane/src/attrs.rs	128	theme.text.body	theme.text.body	GREEN
utility_ref	theme	theme.space.xs	token	next/ui/motolii-inspector-pane/src/attrs.rs	132	theme.space.xs	theme.space.xs	GREEN
utility_ref	theme	theme.text.body	token	next/ui/motolii-inspector-pane/src/attrs.rs	178	theme.text.body	theme.text.body	GREEN
token_ref	dims	inspector_value_width	token	next/ui/motolii-inspector-pane/src/attrs.rs	179	dims.inspector_value_width	inspector_value_width	GREEN
utility_ref	theme	theme.text.body	token	next/ui/motolii-inspector-pane/src/attrs.rs	186	theme.text.body	theme.text.body	GREEN
token_ref	colors	text_primary	token	next/ui/motolii-inspector-pane/src/attrs.rs	187	colors.text_primary	text_primary	GREEN
token_ref	colors	text_muted	token	next/ui/motolii-inspector-pane/src/attrs.rs	190	colors.text_muted	text_muted	GREEN
utility_ref	theme	theme.text.caption	token	next/ui/motolii-inspector-pane/src/attrs.rs	190	theme.text.caption	theme.text.caption	GREEN
utility_ref	theme	theme.text.caption	token	next/ui/motolii-inspector-pane/src/attrs.rs	191	theme.text.caption	theme.text.caption	GREEN
utility_ref	theme	theme.space.xs	token	next/ui/motolii-inspector-pane/src/attrs.rs	195	theme.space.xs	theme.space.xs	GREEN
utility_ref	theme	theme.stroke.hairline	token	next/ui/motolii-inspector-pane/src/chrome.rs	82	theme.stroke.hairline	theme.stroke.hairline	GREEN
token_ref	dims	inspector_row_height	token	next/ui/motolii-inspector-pane/src/chrome.rs	98	dims.inspector_row_height	inspector_row_height	GREEN
raw_literal		0.0	0.0	next/ui/motolii-inspector-pane/src/chrome.rs	114	padding	chrome_padding	IGNORED_ZERO
utility_ref	theme	theme.space.m	token	next/ui/motolii-inspector-pane/src/chrome.rs	114	theme.space.m	theme.space.m	GREEN
token_ref	colors	way_timeline	token	next/ui/motolii-inspector-pane/src/chrome.rs	134	colors.way_timeline	way_timeline	GREEN
token_ref	dims	inspector_row_height	token	next/ui/motolii-inspector-pane/src/chrome.rs	135	dims.inspector_row_height	inspector_row_height	GREEN
raw_literal		0.0	0.0	next/ui/motolii-inspector-pane/src/chrome.rs	139	padding	chrome_padding	IGNORED_ZERO
token_ref	colors	border_default	token	next/ui/motolii-inspector-pane/src/chrome.rs	167	colors.border_default	border_default	GREEN
token_ref	colors	text_primary	token	next/ui/motolii-inspector-pane/src/chrome.rs	172	colors.text_primary	text_primary	GREEN
utility_ref	theme	theme.stroke.hairline	token	next/ui/motolii-inspector-pane/src/chrome.rs	175	theme.stroke.hairline	theme.stroke.hairline	GREEN
token_ref	dims	inspector_value_width	token	next/ui/motolii-inspector-pane/src/chrome.rs	186	dims.inspector_value_width	inspector_value_width	GREEN
utility_ref	theme	theme.text.caption	token	next/ui/motolii-inspector-pane/src/chrome.rs	189	theme.text.caption	theme.text.caption	GREEN
token_ref	colors	text_muted	token	next/ui/motolii-inspector-pane/src/chrome.rs	190	colors.text_muted	text_muted	GREEN
utility_ref	theme	theme.text.caption	token	next/ui/motolii-inspector-pane/src/chrome.rs	197	theme.text.caption	theme.text.caption	GREEN
token_ref	colors	text_muted	token	next/ui/motolii-inspector-pane/src/chrome.rs	198	colors.text_muted	text_muted	GREEN
utility_ref	theme	theme.space.xs	token	next/ui/motolii-inspector-pane/src/chrome.rs	200	theme.space.xs	theme.space.xs	GREEN
utility_ref	theme	theme.text.caption	token	next/ui/motolii-inspector-pane/src/chrome.rs	202	theme.text.caption	theme.text.caption	GREEN
token_ref	colors	action_active	token	next/ui/motolii-inspector-pane/src/chrome.rs	203	colors.action_active	action_active	GREEN
token_ref	dims	inspector_glyph_width	token	next/ui/motolii-inspector-pane/src/chrome.rs	204	dims.inspector_glyph_width	inspector_glyph_width	GREEN
utility_ref	theme	theme.space.xs	token	next/ui/motolii-inspector-pane/src/chrome.rs	207	theme.space.xs	theme.space.xs	GREEN
token_ref	dims	inspector_panel_width	token	next/ui/motolii-inspector-pane/src/chrome.rs	268	dims.inspector_panel_width	inspector_panel_width	GREEN
utility_ref	theme	theme.space.m	token	next/ui/motolii-inspector-pane/src/chrome.rs	268	theme.space.m	theme.space.m	GREEN
token_ref	dims	inspector_row_height	token	next/ui/motolii-inspector-pane/src/chrome.rs	271	dims.inspector_row_height	inspector_row_height	GREEN
token_ref	dims	inspector_value_width	token	next/ui/motolii-inspector-pane/src/chrome.rs	272	dims.inspector_value_width	inspector_value_width	GREEN
token_ref	dims	inspector_glyph_width	token	next/ui/motolii-inspector-pane/src/chrome.rs	273	dims.inspector_glyph_width	inspector_glyph_width	GREEN
utility_ref	theme	theme.space.xs	token	next/ui/motolii-inspector-pane/src/chrome.rs	274	theme.space.xs	theme.space.xs	GREEN
token_ref	colors	text_muted	token	next/ui/motolii-inspector-pane/src/chrome.rs	293	colors.text_muted	text_muted	GREEN
utility_ref	theme	theme.text.body	token	next/ui/motolii-inspector-pane/src/chrome.rs	311	theme.text.body	theme.text.body	GREEN
token_ref	dims	inspector_value_width	token	next/ui/motolii-inspector-pane/src/chrome.rs	325	dims.inspector_value_width	inspector_value_width	GREEN
token_ref	colors	action_active	token	next/ui/motolii-inspector-pane/src/chrome.rs	346	colors.action_active	action_active	GREEN
token_ref	colors	text_primary	token	next/ui/motolii-inspector-pane/src/chrome.rs	348	colors.text_primary	text_primary	GREEN
token_ref	colors	action_active	token	next/ui/motolii-inspector-pane/src/chrome.rs	362	colors.action_active	action_active	GREEN
utility_ref	theme	theme.text.body	token	next/ui/motolii-inspector-pane/src/chrome.rs	387	theme.text.body	theme.text.body	GREEN
token_ref	dims	inspector_value_width	token	next/ui/motolii-inspector-pane/src/chrome.rs	461	dims.inspector_value_width	inspector_value_width	GREEN
token_ref	dims	inspector_value_width	token	next/ui/motolii-inspector-pane/src/chrome.rs	474	dims.inspector_value_width	inspector_value_width	GREEN
token_ref	dims	inspector_row_height	token	next/ui/motolii-inspector-pane/src/chrome.rs	597	dims.inspector_row_height	inspector_row_height	GREEN
utility_ref	theme	theme.space.s	token	next/ui/motolii-inspector-pane/src/chrome.rs	597	theme.space.s	theme.space.s	GREEN
utility_ref	theme	theme.text.body	token	next/ui/motolii-inspector-pane/src/chrome.rs	613	theme.text.body	theme.text.body	GREEN
utility_ref	theme	theme.text.body	token	next/ui/motolii-inspector-pane/src/chrome.rs	620	theme.text.body	theme.text.body	GREEN
token_ref	colors	surface_hover	token	next/ui/motolii-inspector-pane/src/chrome.rs	636	colors.surface_hover	surface_hover	GREEN
token_ref	colors	text_primary	token	next/ui/motolii-inspector-pane/src/chrome.rs	641	colors.text_primary	text_primary	GREEN
token_ref	colors	text_muted	token	next/ui/motolii-inspector-pane/src/chrome.rs	642	colors.text_muted	text_muted	GREEN
token_ref	colors	text_primary	token	next/ui/motolii-inspector-pane/src/chrome.rs	643	colors.text_primary	text_primary	GREEN
token_ref	colors	border_default	token	next/ui/motolii-inspector-pane/src/chrome.rs	646	colors.border_default	border_default	GREEN
utility_ref	theme	theme.stroke.hairline	token	next/ui/motolii-inspector-pane/src/chrome.rs	647	theme.stroke.hairline	theme.stroke.hairline	GREEN
utility_ref	theme	theme.text.body	token	next/ui/motolii-inspector-pane/src/chrome.rs	669	theme.text.body	theme.text.body	GREEN
token_ref	dims	inspector_value_width	token	next/ui/motolii-inspector-pane/src/chrome.rs	674	dims.inspector_value_width	inspector_value_width	GREEN
token_ref	dims	inspector_value_width	token	next/ui/motolii-inspector-pane/src/chrome.rs	695	dims.inspector_value_width	inspector_value_width	GREEN
token_ref	dims	inspector_row_height	token	next/ui/motolii-inspector-pane/src/chrome.rs	705	dims.inspector_row_height	inspector_row_height	GREEN
utility_ref	theme	theme.space.xs	token	next/ui/motolii-inspector-pane/src/chrome.rs	705	theme.space.xs	theme.space.xs	GREEN
utility_ref	theme	theme.target.minimum	token	next/ui/motolii-inspector-pane/src/chrome.rs	705	theme.target.minimum	theme.target.minimum	GREEN
utility_ref	theme	theme.text.caption	token	next/ui/motolii-inspector-pane/src/chrome.rs	714	theme.text.caption	theme.text.caption	GREEN
token_ref	dims	inspector_glyph_width	token	next/ui/motolii-inspector-pane/src/chrome.rs	719	dims.inspector_glyph_width	inspector_glyph_width	GREEN
raw_literal		0.0	0.0	next/ui/motolii-inspector-pane/src/chrome.rs	721	padding	chrome_padding	IGNORED_ZERO
token_ref	colors	text_muted	token	next/ui/motolii-inspector-pane/src/chrome.rs	759	colors.text_muted	text_muted	GREEN
token_ref	colors	action_active	token	next/ui/motolii-inspector-pane/src/chrome.rs	760	colors.action_active	action_active	GREEN
token_ref	colors	action_active	token	next/ui/motolii-inspector-pane/src/chrome.rs	761	colors.action_active	action_active	GREEN
utility_ref	theme	theme.text.caption	token	next/ui/motolii-inspector-pane/src/chrome.rs	765	theme.text.caption	theme.text.caption	GREEN
token_ref	dims	inspector_glyph_width	token	next/ui/motolii-inspector-pane/src/chrome.rs	769	dims.inspector_glyph_width	inspector_glyph_width	GREEN
raw_literal		0.0	0.0	next/ui/motolii-inspector-pane/src/chrome.rs	771	padding	chrome_padding	IGNORED_ZERO
token_ref	dims	inspector_glyph_width	token	next/ui/motolii-inspector-pane/src/chrome.rs	802	dims.inspector_glyph_width	inspector_glyph_width	GREEN
token_ref	colors	action_active	token	next/ui/motolii-inspector-pane/src/chrome.rs	821	colors.action_active	action_active	GREEN
utility_ref	theme	theme.stroke.hairline	token	next/ui/motolii-inspector-pane/src/chrome.rs	822	theme.stroke.hairline	theme.stroke.hairline	GREEN
token_ref	colors	action_active	token	next/ui/motolii-inspector-pane/src/chrome.rs	825	colors.action_active	action_active	GREEN
token_ref	colors	surface_hover	token	next/ui/motolii-inspector-pane/src/chrome.rs	831	colors.surface_hover	surface_hover	GREEN
token_ref	colors	surface_hover	token	next/ui/motolii-inspector-pane/src/chrome.rs	871	colors.surface_hover	surface_hover	GREEN
token_ref	colors	border_default	token	next/ui/motolii-inspector-pane/src/chrome.rs	873	colors.border_default	border_default	GREEN
utility_ref	theme	theme.stroke.hairline	token	next/ui/motolii-inspector-pane/src/chrome.rs	874	theme.stroke.hairline	theme.stroke.hairline	GREEN
token_ref	colors	surface_hover	token	next/ui/motolii-inspector-pane/src/chrome.rs	888	colors.surface_hover	surface_hover	GREEN
token_ref	colors	state_selected	token	next/ui/motolii-inspector-pane/src/chrome.rs	889	colors.state_selected	state_selected	GREEN
token_ref	colors	state_disabled	token	next/ui/motolii-inspector-pane/src/chrome.rs	893	colors.state_disabled	state_disabled	GREEN
token_ref	colors	text_primary	token	next/ui/motolii-inspector-pane/src/chrome.rs	895	colors.text_primary	text_primary	GREEN
token_ref	colors	action_active	token	next/ui/motolii-inspector-pane/src/chrome.rs	914	colors.action_active	action_active	GREEN
token_ref	colors	surface_app	token	next/ui/motolii-inspector-pane/src/chrome.rs	914	colors.surface_app	surface_app	GREEN
token_ref	colors	border_default	token	next/ui/motolii-inspector-pane/src/chrome.rs	915	colors.border_default	border_default	GREEN
token_ref	colors	surface_hover	token	next/ui/motolii-inspector-pane/src/chrome.rs	915	colors.surface_hover	surface_hover	GREEN
utility_ref	theme	theme.stroke.focus	token	next/ui/motolii-inspector-pane/src/chrome.rs	923	theme.stroke.focus	theme.stroke.focus	GREEN
utility_ref	theme	theme.stroke.hairline	token	next/ui/motolii-inspector-pane/src/chrome.rs	925	theme.stroke.hairline	theme.stroke.hairline	GREEN
token_ref	colors	text_muted	token	next/ui/motolii-inspector-pane/src/chrome.rs	931	colors.text_muted	text_muted	GREEN
token_ref	colors	text_primary	token	next/ui/motolii-inspector-pane/src/chrome.rs	932	colors.text_primary	text_primary	GREEN
token_ref	colors	action_active	token	next/ui/motolii-inspector-pane/src/chrome.rs	933	colors.action_active	action_active	GREEN
utility_ref	theme	theme.text.caption	token	next/ui/motolii-inspector-pane/src/chrome.rs	949	theme.text.caption	theme.text.caption	GREEN
token_ref	colors	text_muted	token	next/ui/motolii-inspector-pane/src/chrome.rs	950	colors.text_muted	text_muted	GREEN
utility_ref	theme	theme.space.m	token	next/ui/motolii-inspector-pane/src/chrome.rs	953	theme.space.m	theme.space.m	GREEN
utility_ref	theme	theme.space.xs	token	next/ui/motolii-inspector-pane/src/chrome.rs	953	theme.space.xs	theme.space.xs	GREEN
utility_ref	theme	theme.stroke.hairline	token	next/ui/motolii-inspector-pane/src/chrome.rs	957	theme.stroke.hairline	theme.stroke.hairline	GREEN
utility_ref	theme	theme.text.body	token	next/ui/motolii-inspector-pane/src/color.rs	387	theme.text.body	theme.text.body	GREEN
token_ref	colors	text_primary	token	next/ui/motolii-inspector-pane/src/color.rs	388	colors.text_primary	text_primary	GREEN
utility_ref	theme	theme.space.xs	token	next/ui/motolii-inspector-pane/src/color.rs	390	theme.space.xs	theme.space.xs	GREEN
utility_ref	theme	theme.space.xs	token	next/ui/motolii-inspector-pane/src/color.rs	392	theme.space.xs	theme.space.xs	GREEN
token_ref	dims	inspector_row_height	token	next/ui/motolii-inspector-pane/src/color.rs	397	dims.inspector_row_height	inspector_row_height	GREEN
raw_literal		0.0	0.0	next/ui/motolii-inspector-pane/src/color.rs	398	padding	color_padding	IGNORED_ZERO
utility_ref	theme	theme.space.m	token	next/ui/motolii-inspector-pane/src/color.rs	398	theme.space.m	theme.space.m	GREEN
utility_ref	theme	theme.text.caption	token	next/ui/motolii-inspector-pane/src/color.rs	426	theme.text.caption	theme.text.caption	GREEN
token_ref	colors	text_muted	token	next/ui/motolii-inspector-pane/src/color.rs	427	colors.text_muted	text_muted	GREEN
token_ref	dims	inspector_value_width	token	next/ui/motolii-inspector-pane/src/color.rs	429	dims.inspector_value_width	inspector_value_width	GREEN
utility_ref	theme	theme.text.caption	token	next/ui/motolii-inspector-pane/src/color.rs	436	theme.text.caption	theme.text.caption	GREEN
token_ref	colors	text_muted	token	next/ui/motolii-inspector-pane/src/color.rs	437	colors.text_muted	text_muted	GREEN
token_ref	dims	inspector_value_width	token	next/ui/motolii-inspector-pane/src/color.rs	439	dims.inspector_value_width	inspector_value_width	GREEN
utility_ref	theme	theme.text.body	token	next/ui/motolii-inspector-pane/src/color.rs	451	theme.text.body	theme.text.body	GREEN
token_ref	dims	inspector_value_width	token	next/ui/motolii-inspector-pane/src/color.rs	452	dims.inspector_value_width	inspector_value_width	GREEN
raw_literal		0.0	0.0	next/ui/motolii-inspector-pane/src/color.rs	453	padding	color_padding	IGNORED_ZERO
raw_literal		0.0	0.0	next/ui/motolii-inspector-pane/src/color.rs	457	spacing	color_spacing	IGNORED_ZERO
token_ref	dims	inspector_row_height	token	next/ui/motolii-inspector-pane/src/color.rs	468	dims.inspector_row_height	inspector_row_height	GREEN
raw_literal		0.0	0.0	next/ui/motolii-inspector-pane/src/color.rs	478	padding	color_padding	IGNORED_ZERO
utility_ref	theme	theme.stroke.hairline	token	next/ui/motolii-inspector-pane/src/color.rs	485	theme.stroke.hairline	theme.stroke.hairline	GREEN
token_ref	colors	text_primary	token	next/ui/motolii-inspector-pane/src/effects.rs	323	colors.text_primary	text_primary	GREEN
utility_ref	theme	theme.text.caption	token	next/ui/motolii-inspector-pane/src/effects.rs	329	theme.text.caption	theme.text.caption	GREEN
raw_literal		0.0	0.0	next/ui/motolii-inspector-pane/src/effects.rs	334	padding	effects_padding	IGNORED_ZERO
utility_ref	theme	theme.space.s	token	next/ui/motolii-inspector-pane/src/effects.rs	334	theme.space.s	theme.space.s	GREEN
utility_ref	theme	theme.text.body	token	next/ui/motolii-inspector-pane/src/effects.rs	341	theme.text.body	theme.text.body	GREEN
utility_ref	theme	theme.text.caption	token	next/ui/motolii-inspector-pane/src/effects.rs	350	theme.text.caption	theme.text.caption	GREEN
raw_literal		0.0	0.0	next/ui/motolii-inspector-pane/src/effects.rs	355	padding	effects_padding	IGNORED_ZERO
utility_ref	theme	theme.space.s	token	next/ui/motolii-inspector-pane/src/effects.rs	355	theme.space.s	theme.space.s	GREEN
utility_ref	theme	theme.space.xs	token	next/ui/motolii-inspector-pane/src/effects.rs	365	theme.space.xs	theme.space.xs	GREEN
token_ref	dims	inspector_panel_width	token	next/ui/motolii-inspector-pane/src/lib.rs	596	dims.inspector_panel_width	inspector_panel_width	GREEN
utility_ref	theme	theme.text.caption	token	next/ui/motolii-inspector-pane/src/lib.rs	606	theme.text.caption	theme.text.caption	GREEN
token_ref	colors	text_muted	token	next/ui/motolii-inspector-pane/src/lib.rs	607	colors.text_muted	text_muted	GREEN
utility_ref	theme	theme.space.m	token	next/ui/motolii-inspector-pane/src/lib.rs	609	theme.space.m	theme.space.m	GREEN
utility_ref	theme	theme.text.caption	token	next/ui/motolii-inspector-pane/src/lib.rs	648	theme.text.caption	theme.text.caption	GREEN
token_ref	colors	text_muted	token	next/ui/motolii-inspector-pane/src/lib.rs	649	colors.text_muted	text_muted	GREEN
utility_ref	theme	theme.space.m	token	next/ui/motolii-inspector-pane/src/lib.rs	651	theme.space.m	theme.space.m	GREEN
utility_ref	theme	theme.text.body	token	next/ui/motolii-inspector-pane/src/lib.rs	740	theme.text.body	theme.text.body	GREEN
token_ref	colors	text_primary	token	next/ui/motolii-inspector-pane/src/lib.rs	742	colors.text_primary	text_primary	GREEN
utility_ref	theme	theme.text.caption	token	next/ui/motolii-inspector-pane/src/lib.rs	744	theme.text.caption	theme.text.caption	GREEN
utility_ref	theme	theme.space.m	token	next/ui/motolii-inspector-pane/src/lib.rs	747	theme.space.m	theme.space.m	GREEN
utility_ref	theme	theme.space.s	token	next/ui/motolii-inspector-pane/src/lib.rs	747	theme.space.s	theme.space.s	GREEN
utility_ref	theme	theme.text.body	token	next/ui/motolii-inspector-pane/src/lib.rs	787	theme.text.body	theme.text.body	GREEN
utility_ref	theme	theme.text.caption	token	next/ui/motolii-inspector-pane/src/lib.rs	795	theme.text.caption	theme.text.caption	GREEN
raw_literal		0.0	0.0	next/ui/motolii-inspector-pane/src/lib.rs	799	spacing	lib_spacing	IGNORED_ZERO
utility_ref	theme	theme.space.xs	token	next/ui/motolii-inspector-pane/src/lib.rs	806	theme.space.xs	theme.space.xs	GREEN
utility_ref	theme	theme.space.s	token	next/ui/motolii-inspector-pane/src/lib.rs	815	theme.space.s	theme.space.s	GREEN
utility_ref	theme	theme.space.m	token	next/ui/motolii-inspector-pane/src/lib.rs	818	theme.space.m	theme.space.m	GREEN
utility_ref	theme	theme.space.s	token	next/ui/motolii-inspector-pane/src/lib.rs	818	theme.space.s	theme.space.s	GREEN
token_ref	colors	surface_raised	token	next/ui/motolii-inspector-pane/src/lib.rs	822	colors.surface_raised	surface_raised	GREEN
utility_ref	theme	theme.stroke.hairline	token	next/ui/motolii-inspector-pane/src/lib.rs	825	theme.stroke.hairline	theme.stroke.hairline	GREEN
utility_ref	theme	theme.text.body	token	next/ui/motolii-inspector-pane/src/link.rs	225	theme.text.body	theme.text.body	GREEN
token_ref	dims	inspector_value_width	token	next/ui/motolii-inspector-pane/src/link.rs	226	dims.inspector_value_width	inspector_value_width	GREEN
utility_ref	theme	theme.text.body	token	next/ui/motolii-inspector-pane/src/link.rs	233	theme.text.body	theme.text.body	GREEN
token_ref	colors	text_primary	token	next/ui/motolii-inspector-pane/src/link.rs	234	colors.text_primary	text_primary	GREEN
utility_ref	theme	theme.text.caption	token	next/ui/motolii-inspector-pane/src/link.rs	237	theme.text.caption	theme.text.caption	GREEN
utility_ref	theme	theme.space.xs	token	next/ui/motolii-inspector-pane/src/link.rs	241	theme.space.xs	theme.space.xs	GREEN
utility_ref	theme	theme.text.body	token	next/ui/motolii-inspector-pane/src/mask.rs	182	theme.text.body	theme.text.body	GREEN
token_ref	colors	text_primary	token	next/ui/motolii-inspector-pane/src/mask.rs	183	colors.text_primary	text_primary	GREEN
utility_ref	theme	theme.text.body	token	next/ui/motolii-inspector-pane/src/mask.rs	187	theme.text.body	theme.text.body	GREEN
utility_ref	theme	theme.text.caption	token	next/ui/motolii-inspector-pane/src/mask.rs	194	theme.text.caption	theme.text.caption	GREEN
raw_literal		0.0	0.0	next/ui/motolii-inspector-pane/src/mask.rs	199	padding	mask_padding	IGNORED_ZERO
utility_ref	theme	theme.space.s	token	next/ui/motolii-inspector-pane/src/mask.rs	199	theme.space.s	theme.space.s	GREEN
utility_ref	theme	theme.space.xs	token	next/ui/motolii-inspector-pane/src/mask.rs	203	theme.space.xs	theme.space.xs	GREEN
utility_ref	theme	theme.text.body	token	next/ui/motolii-inspector-pane/src/matte.rs	147	theme.text.body	theme.text.body	GREEN
token_ref	dims	inspector_value_width	token	next/ui/motolii-inspector-pane/src/matte.rs	148	dims.inspector_value_width	inspector_value_width	GREEN
utility_ref	theme	theme.text.body	token	next/ui/motolii-inspector-pane/src/matte.rs	159	theme.text.body	theme.text.body	GREEN
token_ref	colors	text_primary	token	next/ui/motolii-inspector-pane/src/matte.rs	160	colors.text_primary	text_primary	GREEN
utility_ref	theme	theme.text.body	token	next/ui/motolii-inspector-pane/src/matte.rs	163	theme.text.body	theme.text.body	GREEN
utility_ref	theme	theme.text.caption	token	next/ui/motolii-inspector-pane/src/matte.rs	166	theme.text.caption	theme.text.caption	GREEN
utility_ref	theme	theme.space.xs	token	next/ui/motolii-inspector-pane/src/matte.rs	170	theme.space.xs	theme.space.xs	GREEN
utility_ref	theme	theme.text.body	token	next/ui/motolii-inspector-pane/src/shape.rs	133	theme.text.body	theme.text.body	GREEN
token_ref	colors	text_primary	token	next/ui/motolii-inspector-pane/src/shape.rs	134	colors.text_primary	text_primary	GREEN
utility_ref	theme	theme.text.caption	token	next/ui/motolii-inspector-pane/src/shape.rs	140	theme.text.caption	theme.text.caption	GREEN
utility_ref	theme	theme.text.caption	token	next/ui/motolii-inspector-pane/src/shape.rs	140	theme.text.caption	theme.text.caption	GREEN
utility_ref	theme	theme.space.xs	token	next/ui/motolii-inspector-pane/src/shape.rs	141	theme.space.xs	theme.space.xs	GREEN
utility_ref	theme	theme.text.body	token	next/ui/motolii-inspector-pane/src/shape.rs	162	theme.text.body	theme.text.body	GREEN
