# Lottie の全語彙と、Motolii がそれをどう扱うかの地図。
# lottie.schema.json(上流そのまま)から機械生成した骨に、判断を書き込む。
# 状態: 採用済 / 採用予定 / 不採用 / 未判定 / 該当なし
# 採用済 の行は evidence 列に**コード中に実在する識別子**を持つ。試験が grep して確かめるので自己申告にならない。
# 採用予定 の行は unit 列に**発注単位**を持つ。束は地図の見え方の1つで、別の台帳を作らない。
# source 列: どの上流スキーマ由来か。lottie = Lottie 公式スキーマ、rive = rive-runtime の dev/defs。
# スキーマとの機械照合(the_map_covers_the_whole_schema)は source=lottie の行だけを見る。
# 試験 lottie_coverage.rs が「スキーマにあって表に無い」「表にあってスキーマに無い」を落とす。
group	object	field	title	status	note	evidence	unit	source
styles	drop-shadow-style	@extends	styles/layer-style	該当なし	継承元			lottie
styles	drop-shadow-style	a	Angle	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	drop-shadow-style	bm	Blend Mode	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	drop-shadow-style	c	Color	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	drop-shadow-style	ch	Choke Spread	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	drop-shadow-style	d	Distance	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	drop-shadow-style	lc	Layer Conceal	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	drop-shadow-style	no	Noise	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	drop-shadow-style	o	Opacity	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	drop-shadow-style	s	Size	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	drop-shadow-style	ty	Type	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	gradient-overlay-style	@extends	styles/layer-style	該当なし	継承元			lottie
styles	gradient-overlay-style	a	Angle	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	gradient-overlay-style	al	Align	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	gradient-overlay-style	bm	Blend Mode	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	gradient-overlay-style	gf	Gradient	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	gradient-overlay-style	gs	Smoothness	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	gradient-overlay-style	gt	Gradient Type	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	gradient-overlay-style	o	Opacity	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	gradient-overlay-style	of	Offset	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	gradient-overlay-style	re	Reverse	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	gradient-overlay-style	s	Scale	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	gradient-overlay-style	ty	Type	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	inner-glow-style	@extends	styles/layer-style	該当なし	継承元			lottie
styles	inner-glow-style	bm	Blend Mode	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	inner-glow-style	c	Color	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	inner-glow-style	ch	Choke Spread	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	inner-glow-style	j	Jitter	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	inner-glow-style	no	Noise	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	inner-glow-style	o	Opacity	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	inner-glow-style	r	Range	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	inner-glow-style	sr	Source	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	inner-glow-style	ty	Type	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	inner-shadow-style	@extends	styles/layer-style	該当なし	継承元			lottie
styles	inner-shadow-style	a	Angle	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	inner-shadow-style	bm	Blend Mode	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	inner-shadow-style	c	Color	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	inner-shadow-style	ch	Choke Spread	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	inner-shadow-style	d	Distance	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	inner-shadow-style	no	Noise	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	inner-shadow-style	o	Opacity	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	inner-shadow-style	s	Size	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	inner-shadow-style	ty	Type	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	layer-style	@extends	helpers/visual-object	該当なし	継承元			lottie
styles	layer-style	ty	Type	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	outer-glow-style	@extends	styles/layer-style	該当なし	継承元			lottie
styles	outer-glow-style	bm	Blend Mode	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	outer-glow-style	c	Color	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	outer-glow-style	ch	Choke Spread	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	outer-glow-style	j	Jitter	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	outer-glow-style	no	Noise	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	outer-glow-style	o	Opacity	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	outer-glow-style	r	Range	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	outer-glow-style	ty	Type	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	satin-style	@extends	styles/layer-style	該当なし	継承元			lottie
styles	satin-style	a	Angle	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	satin-style	bm	Blend Mode	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	satin-style	c	Color	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	satin-style	d	Distance	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	satin-style	in	Invert	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	satin-style	o	Opacity	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	satin-style	s	Size	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	satin-style	ty	Type	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	stroke-style	@extends	styles/layer-style	該当なし	継承元			lottie
styles	stroke-style	c	Color	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	stroke-style	s	Size	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
styles	stroke-style	ty	Type	不採用	レイヤスタイルは effect の第二機構。`drop-shadow-style` の5 param が `drop-shadow-effect` と1対1で重なり、両方持つと同じ画の正本が2つになる(裁定59 の形)。effect stack 1本に畳む			lottie
text	animated-text-document	k	Keyframes	採用済	content だけの Hold track。Lottie 側も keyframe に i/o が無く**構造でホールドを保証**している	pub struct ContentTrack	text	lottie
text	animated-text-document	sid	Slot ID	採用済	歌詞テンプレートの差し替え口。slots と同じ口に乗せ第二の差し替え機構を作らない — slots 機構自体(`slot` 発注単位)は未着手なので、ここでは参照識別子だけ持てる	pub slot_id: Option<String>	text	lottie
text	animated-text-document	x	Expression	不採用	JS 文字列式は要らないもの(GOALS)			lottie
text	character-data	ch	Character	不採用	グリフ輪郭を JSON へ焼く経路。実フォント+shaper を持つので焼いた輪郭は正本が2つ			lottie
text	character-data	data	Data	不採用	同上			lottie
text	character-data	fFamily	Font Family	不採用	同上			lottie
text	character-data	size	Font Size	不採用	同上			lottie
text	character-data	style	Font Style	不採用	同上			lottie
text	character-data	w	Width	不採用	送り幅を焼くとフォント差し替え・カーニング・合字が効かなくなる			lottie
text	character-precomp	ip	In Point	不採用	1文字=1プリコンポ層。プリコンポは要らないもの(GOALS)			lottie
text	character-precomp	ks	Transform	不採用	同上			lottie
text	character-precomp	op	Out Point	不採用	同上			lottie
text	character-precomp	refId	Reference Id	不採用	同上			lottie
text	character-precomp	sr	Time Stretch	不採用	同上			lottie
text	character-precomp	st	Start Time	不採用	同上			lottie
text	character-shapes	shapes	Shapes	不採用	輪郭焼き込みの実体			lottie
text	font	ascent	Ascent	不採用	フォントから読める値を焼く=正本が2つ			lottie
text	font	fClass	CSS Class	不採用	web 再生器の関心			lottie
text	font	fFamily	Font Family	採用済	family 名。実体解決のキー	pub family: String	text	lottie
text	font	fName	Name	不採用	fFamily+fStyle の連結。同じことを言う正本が2つ			lottie
text	font	fPath	Path	採用済	フォント実体の在処。素材と同じ path で持つ	pub path: String	text	lottie
text	font	fStyle	Font Style	採用済	face 選択キー	pub style: String	text	lottie
text	font	fWeight	Weight	不採用	fStyle と同じことを言う二重帳簿。可変フォントでは wght 軸が正本			lottie
text	font	origin	Origin	不採用	web ローダの都合。ローカル以外を持たない			lottie
text	font-list	list	List	採用済	document 単位のフォント表。ただし**素材と同じ置き場に載せる** — 第二の素材台帳を作らない	font-list は第二の素材台帳を作らない	text	lottie
text	text-alignment-options	a	Alignment	採用済	グループ内アンカーのオフセット。**意味は採り既定だけ変える** — 既定=字面中心	pub anchor_offset: [f32; 2]	text	lottie
text	text-alignment-options	g	Grouping	採用済	Characters/Word/Line/All。text-model §6 の未決がここで埋まる	pub grouping: TextGrouping	text	lottie
text	text-data	a	Ranges	採用済	アニメーターの列。MV タイポグラフィの核心	pub ranges: Vec<TextRange>	text	lottie
text	text-data	d	Document	採用済	content と基底スタイル	pub struct TextDocument	text	lottie
text	text-data	m	Alignment	採用済	grouping alignment。§6 の未決が埋まる	pub alignment: TextAlignmentOptions	text	lottie
text	text-data	p	Follow Path	不採用	パス沿いテキスト。mask index の暗黙参照(裁定66)+ 一subsystem			lottie
text	text-document	ca	Text Caps	不採用	Small Caps は OpenType feature が正本			lottie
text	text-document	f	Font Family	採用済	フォント参照。Lottie の名前参照は採らず**素材と同じ path + 指紋**にする。独立した document 値ではなく**スタイル表の既定行(index 0)**として読む(裁定98)	pub font: FontRef	text	lottie
text	text-document	fc	Fill Color	採用済	字面色。独立した document 値ではなく**スタイル表の既定行(index 0)**として読む(裁定98)	pub fill: [f64; 4]	text	lottie
text	text-document	j	Justify	採用済	Left/Right/Center。両端揃え4種は行分割器が要るので後回し	pub enum TextJustify	text	lottie
text	text-document	lh	Line Height	採用済	行送り。未指定はフォントのメトリクスから。独立した document 値ではなく**スタイル表の既定行(index 0)**として読む(裁定98)	pub line_height: Option<f32>	text	lottie
text	text-document	ls	Baseline Shift	不採用	document 全体のベースラインずらしは position で同じことができる			lottie
text	text-document	of	Stroke Over Fill	採用済	縁取りと字面の重ね順。独立した document 値ではなく**スタイル表の既定行(index 0)**として読む(裁定98)	pub stroke_over_fill: bool	text	lottie
text	text-document	ps	Wrap Position	不採用	箱の位置は layer の position/anchor と二重帳簿(裁定59/60 と同じ形)			lottie
text	text-document	s	Font Size	採用済	組版のサイズ。animator の scale とは別物。独立した document 値ではなく**スタイル表の既定行(index 0)**として読む(裁定98)	pub size: f32	text	lottie
text	text-document	sc	Stroke Color	採用済	縁取り色。歌詞では必須級。独立した document 値ではなく**スタイル表の既定行(index 0)**として読む(裁定98)	pub stroke_color: Option<[f64; 4]>	text	lottie
text	text-document	sw	Stroke Width	採用済	縁取り幅。独立した document 値ではなく**スタイル表の既定行(index 0)**として読む(裁定98)	pub stroke_width: f32	text	lottie
text	text-document	sz	Wrap Size	採用済	折返し幅。None = point text	pub wrap_size: Option<[f32; 2]>	text	lottie
text	text-document	t	Text	採用済	本文。Lottie の改行 \r は採らず \n で持つ	pub content: ContentTrack	text	lottie
text	text-document	tr	Tracking	採用済	基底トラッキング。独立した document 値ではなく**スタイル表の既定行(index 0)**として読む(裁定98)	pub tracking: f32	text	lottie
text	text-document-keyframe	s	Start	不採用	**document 丸ごとを1キーの値にする形は採らない**。色もサイズもホールドになる			lottie
text	text-document-keyframe	t	Time	採用済	RationalTime で持つ。打つ相手は content track	ContentKeyframe	text	lottie
text	text-follow-path	a	Force Alignment	不採用	パス沿いテキスト一式。後から animator として足せるので凍結は妨げない			lottie
text	text-follow-path	f	First Margin	不採用	同上			lottie
text	text-follow-path	l	Last Margin	不採用	同上			lottie
text	text-follow-path	m	Mask	不採用	同上。index 参照は並べ替えが結果を黙って変える(裁定66)			lottie
text	text-follow-path	p	Perpendicular To Path	不採用	同上			lottie
text	text-follow-path	r	Reverse Path	不採用	同上			lottie
text	text-range	a	Style	採用済	アニメーターが動かす property の束。**フィールドとして持たず** PropertyId 経由の KeyframeTrack に乗せる(マスク/effect と同型)	fn text_range_style_property	text	lottie
text	text-range	nm	Name	採用済	利用者が付ける名前。並び順=適用順を明示する UI に要る	pub name: String	text	lottie
text	text-range	s	Selector	採用済	**1アニメーター=セレクタ1個**。AE の複数セレクタ交差は採らない(軸4)	pub selector: TextRangeSelector	text	lottie
text	text-range-selector	a	Max Amount	採用済	重みの倍率	pub fn text_range_selector_max_amount	text	lottie
text	text-range-selector	b	Based On	採用済	Characters/CharExcludingSpaces/Words/Lines。ただし「文字」=**クラスタ**に読み替える	pub based_on: TextBasedOn	text	lottie
text	text-range-selector	e	End	採用済	範囲の終端	pub fn text_range_selector_end	text	lottie
text	text-range-selector	ne	Min Ease	不採用	sh と同じ「重み曲線の形」を二重に持つ。曲線は区間イージング1系統へ			lottie
text	text-range-selector	o	Offset	採用済	**カラオケワイプはこれを時間駆動するだけに畳める**	pub fn text_range_selector_offset	text	lottie
text	text-range-selector	r	Range Units	採用済	Percent/Index。歌詞は index、テンプレートは percent	pub range_units: TextRangeUnits	text	lottie
text	text-range-selector	rn	Randomize	採用済	ただし **seed を必ず持つ**。Lottie の rn は seed が無く Preview=Export と両立しない	pub struct TextRandomize	text	lottie
text	text-range-selector	s	Start	採用済	範囲の始端	pub fn text_range_selector_start	text	lottie
text	text-range-selector	sh	Shape	採用済	Square/RampUp/RampDown/Triangle/Round/Smooth。§6 の未決が埋まる	pub shape: TextShape	text	lottie
text	text-range-selector	sm	Selector Smoothness	不採用	ne/xe と同じ理由。Square の硬い縁はカラオケワイプにむしろ要る			lottie
text	text-range-selector	t	Expressible	不採用	式駆動フラグ。文字列式は要らないもの			lottie
text	text-range-selector	xe	Max Ease	不採用	ne と同じ理由			lottie
text	text-style	@extends	helpers/transform	該当なし	継承元			lottie
text	text-style	bl	Blur	不採用	グリフごとの blur は 1グリフ1レンダタゲになり板1枚の合成器と噛み合わない			lottie
text	text-style	fb	Fill Brightness	不採用	HSB 相対調整。色空間をもう1つ抱える			lottie
text	text-style	fc	Fill Color	採用済	文字ごとの字面色	pub fn text_range_fill_color	text	lottie
text	text-style	fh	Fill Hue	不採用	同上(HSB 相対調整)			lottie
text	text-style	fo	Fill Opacity	不採用	Value::Color は RGBA なので fc の alpha が正本			lottie
text	text-style	fs	Fill Saturation	不採用	同上(HSB 相対調整)			lottie
text	text-style	ls	Line Spacing	採用済	行ごとの送り加算。**組版に触る**アニメーター	pub fn text_range_line_spacing	text	lottie
text	text-style	sb	Stroke Brightness	不採用	同上(HSB 相対調整)			lottie
text	text-style	sc	Stroke Color	採用済	文字ごとの縁取り色	pub fn text_range_stroke_color	text	lottie
text	text-style	sh	Stroke Hue	不採用	同上(HSB 相対調整)			lottie
text	text-style	so	Stroke Opacity	不採用	sc の alpha が正本			lottie
text	text-style	ss	Stroke Saturation	不採用	同上(HSB 相対調整)			lottie
text	text-style	sw	Stroke Width	採用済	文字ごとの縁取り幅	pub fn text_range_stroke_width	text	lottie
text	text-style	t	Letter Spacing	採用済	トラッキング。**アニメーターだが送り幅を動かす** — text-model §1 の2層分離では足りず3層が要る	pub fn text_range_tracking	text	lottie
values	bezier	c	Closed	採用済	パスを閉じるか	pub closed: bool		lottie
values	bezier	i	In Tangents	採用済	頂点ごとの in 接線。keyframe の時間ベジェとは別物	pub in_tangent: [f64; 2]		lottie
values	bezier	o	Out Tangents	採用済	同 out 接線	pub out_tangent: [f64; 2]		lottie
values	bezier	v	Vertices	採用済	頂点列。**v/i/o が同じ長さであることを型で縛る**	pub vertices: Vec<PathVertex>		lottie
values	color		Color	採用済	Value::Color と一致。ただし常に4成分で、Lottie の alpha 省略は採らない	Color([f64; 4])		lottie
values	data-url		Data URL	不採用	素材を base64 で Document に埋めない。project file が素材ごと膨らむ			lottie
values	gradient		Gradient	不採用	色停止と透明度停止を1本の float 列に混ぜた平坦配列。列だけでは読めない不正状態			lottie
values	hexcolor		Hex Color	不採用	色の正本は Value::Color。文字列表現をもう1つ持つと2つの書き方ができる			lottie
values	int-boolean		Integer Boolean	不採用	JSON に bool があるのに 0/1 で持つのは Lottie の都合。Rust は bool			lottie
values	vector		Vector	採用済	Value::Vec2/Vec3。長さは型が持つ	Vec2([f64; 2])		lottie
text	text	alignValue	Align	採用済	水平揃え。Lottie `text-document j` が正本。Rive も animates を持たない = 静止設定という点まで一致	Rive text.alignValue	text	rive
text	text	sizingValue	Sizing	不採用	fixed/autoWidth/autoHeight。同じ分岐を `sz`(折返し幅)の有無で既に持つので列挙を別に置くと正本が2つ			rive
text	text	overflowValue	Overflow	不採用	visible/hidden/clipped/ellipsis/fit。組版器に5分岐を増やす(軸4)。`fit` だけは歌詞で効くので行組段の option として後日			rive
text	text	width	Width	採用済	折返し幅。Lottie `text-document sz` の第1成分が正本。箱幅を動かすと毎フレーム行分割なので v1 は静止	Rive text.width	text	rive
text	text	height	Height	採用済	同上、`sz` の第2成分	Rive text.height	text	rive
text	text	highlightTextRuns	Highlight Text Runs	不採用	ランを色付き下線で見せる編集器の表示トグル。`runtime: false` が「保存する設計値ではない」と機械で言っている			rive
text	text	originX	Origin X	不採用	テキスト箱の正規化アンカー。層の anchor と二重帳簿(`text-document ps` を落としたのと同じ理由)			rive
text	text	originY	Origin Y	不採用	同上			rive
text	text	paragraphSpacing	Paragraph Spacing	不採用	段落間の追加送り。line-height と別に段落の概念を持つ必要が歌詞に無い。Lottie にも無い Rive 固有			rive
text	text	originValue	Origin Value	不採用	origin のプリセット列挙。originX/Y と同じ物を列挙で二重に持つ Rive 内部の都合			rive
text	text	wrapValue	Wrap	不採用	折返しの有無は `sz` の有無が既に決めており、第二のフラグを持つと「sz あり + noWrap」という矛盾状態が作れる			rive
text	text	verticalAlignValue	Vertical Align	不採用	箱内の垂直揃え。Lottie の `j` は水平だけで先例が片方しかなく、箱高さが既知なら層の position で代替できる			rive
text	text	fitFromBaseline	Fit From Baseline	不採用	overflow=fit の下位オプション。fit を採らないので寄る先が無い			rive
text	text	textRunListSource	Text Run List Source	不採用	ViewModel からランを供給するデータ束縛。差し替えは slot 1本(裁定79)			rive
text	text	verticalTrimValue	Vertical Trim	不採用	Top/Bottom を1語に詰めた packed bitflag。詰め方は保存の都合で意味は下の2行が持つ			rive
text	text	verticalTrimTopValue	Vertical Trim Top	不採用	行頭余白を cap height で切る(CSS text-box-trim と同型)。v1 の範囲属性は裁定93 で閉じている。**AE にも Lottie にも無い実物の道具**で「歌詞1行を帯の中央に置く」の目分量を消す — 後日の改善候補			rive
text	text	verticalTrimBottomValue	Vertical Trim Bottom	不採用	同上			rive
text	text-follow-path-modifier	radial	Radial	不採用	パス沿いテキスト一式。Lottie 側で既に落としてある			rive
text	text-follow-path-modifier	orient	Orient	不採用	同上			rive
text	text-follow-path-modifier	start	Start	不採用	同上			rive
text	text-follow-path-modifier	end	End	不採用	同上			rive
text	text-follow-path-modifier	strength	Strength	不採用	パスへの寄せ具合を 0..1 で混ぜる Rive 固有の口。良い形だが subsystem ごと落としている			rive
text	text-follow-path-modifier	offset	Offset	不採用	同上			rive
